#{"t_start": 1755530694.6188009, "env_id": "myoHandWheelHoldFixed-v0_left"}
r,l,t
-239.610713,75,3.486429
-238.926918,75,5.237397
-230.721382,75,7.299224
-239.501072,75,9.047391s
-235.729984,75,10.901608
-236.092204,75,12.692766
-239.413376,75,14.612734
-234.718868,75,16.410438
-234.284741,75,18.260492
-238.277324,75,20.411963
-242.139025,75,22.475076
-237.892124,75,24.358411
-238.948927,75,26.272918
-236.679737,75,28.773727
-237.849928,75,31.195565
-239.689551,75,33.725333
-232.460821,75,36.180651
-237.663028,75,38.724641
-239.947905,75,40.845216
-239.139728,75,42.970774
-234.160557,75,44.914635
-234.899644,75,46.836208
-234.874291,75,49.019923
-231.630806,75,51.044652
-241.501349,75,53.294022
-236.721768,75,55.350651
-229.832569,75,57.219661
-242.046445,75,73.850223
-237.993989,75,76.095202
-238.92019,75,78.2446
-240.485682,75,80.396626
-234.58318,75,82.586741
-238.622579,75,85.039595
-229.315018,75,87.263628
-240.554472,75,89.587359
-243.525789,75,91.513072
-233.87511,75,93.494504
-237.543368,75,95.598889
-236.240246,75,97.642411
-239.938095,75,99.581597
-235.188156,75,101.692281
-240.024,75,103.85109
-233.500827,75,107.100125
-236.525091,75,109.653422
-235.329237,75,112.14355
-234.939905,75,114.544998
-239.593995,75,116.828358
-238.497687,75,119.507191
-236.532626,75,121.689848
-242.467634,75,123.729715
-234.43829,75,126.69218
-239.300135,75,128.932031
-235.956745,75,131.720148
-237.486308,75,134.58113
-244.01063,75,151.042247
-242.248553,75,152.901349
-238.704276,75,154.826488
-240.636818,75,156.734511
-236.661246,75,158.623471
-237.357315,75,160.604835
-238.892542,75,162.724401
-236.359711,75,164.791256
-243.823073,75,167.337958
-233.673661,75,170.296437
-238.652586,75,172.534648
-229.454002,75,174.447961
-237.932543,75,176.390997
-237.062703,75,178.403861
-232.100708,75,180.531436
-240.307451,75,182.425265
-233.402612,75,184.258176
-238.105741,75,186.281492
-231.856578,75,189.322962
-247.232732,75,191.565348
-237.830303,75,193.661067
-239.394003,75,195.917918
-235.267094,75,197.708616
-232.220876,75,199.456639
-233.393875,75,201.264824
-236.994535,75,203.094569
-234.025984,75,204.832926
-242.71308,75,220.47453
-241.516089,75,222.057898
-232.867154,75,223.794435
-235.211816,75,225.593007
-233.348609,75,227.592851
-236.074727,75,229.508144
-235.147284,75,231.344688
-237.851823,75,233.082176
-236.234391,75,234.764571
-236.413914,75,236.450582
-232.618761,75,238.150305
-236.10061,75,239.810004
-239.64209,75,241.468246
-235.680887,75,243.172659
-237.222362,75,244.849743
-236.40931,75,246.605494
-240.413553,75,248.305787
-234.226294,75,249.976991
-239.560516,75,251.747757
-244.022496,75,253.462942
-238.918387,75,255.27112
-233.07929,75,256.949764
-233.59604,75,258.726785
-241.397377,75,260.710566
-235.237786,75,262.449827
-231.740819,75,264.228561
-243.537413,75,265.924295
-234.306468,75,267.649399
-243.242247,75,282.211888
-236.014146,75,284.261054
-237.482029,75,286.84357
-239.200525,75,288.627368
-237.136355,75,290.499737
-234.690099,75,292.199151
-236.580399,75,293.897565
-233.627449,75,295.722524
-235.090148,75,297.49736
-239.266934,75,299.207127
-231.637685,75,300.927269
-243.161899,75,302.705234
-236.206886,75,304.46589
-239.806703,75,306.226817
-233.656993,75,308.036152
-237.799022,75,310.152697
-240.942978,75,312.550713
-234.532134,75,314.639704
-234.629568,75,316.415676
-236.501405,75,318.120276
-237.547286,75,319.825899
-243.826978,75,321.601098
-238.422515,75,323.41504
-236.294536,75,325.318941
-198.849548,75,327.93894
-239.956034,75,329.980234
-237.727167,75,331.827268
-239.812504,75,333.671285
-233.273175,75,348.41892
-237.203182,75,350.215125
-243.475159,75,352.119891
-232.74514,75,354.048063
-237.174075,75,355.787244
-242.311631,75,357.457811
-243.720289,75,359.136272
-239.761928,75,360.830205
-230.998084,75,362.491408
-234.118473,75,364.49455
-232.419534,75,367.274771
-238.745895,75,369.398004
-234.621175,75,371.412322
-236.397428,75,373.191229
-241.926642,75,375.066093
-241.038838,75,377.045818
-242.835861,75,378.990563
-233.295938,75,381.181663
-236.176442,75,383.041709
-239.296177,75,384.754135
-235.63876,75,386.462546
-240.285655,75,388.322374
-231.338984,75,390.095382
-238.940605,75,391.907484
-236.831549,75,393.820407
-239.279365,75,395.805008
-238.805443,75,398.235267
-239.580618,75,413.627212
-233.667022,75,415.360814
-234.87727,75,417.074017
-229.916996,75,418.906371
-234.185128,75,420.676292
-238.697207,75,422.36783
-241.283013,75,424.031525
-242.610865,75,425.769057
-236.473459,75,427.957259
-241.026928,75,429.85927
-232.2141,75,431.764584
-235.996984,75,433.865363
-233.185326,75,435.781864
-235.666182,75,438.207774
-233.637017,75,440.538353
-239.021112,75,442.581038
-238.599276,75,444.393602
-240.025677,75,446.419368
-247.018602,75,448.158489
-238.645298,75,450.032858
-243.158925,75,451.856768
-237.661245,75,453.556909
-232.826225,75,455.338709
-242.025563,75,457.2432
-239.876334,75,459.034115
-233.805364,75,460.905231
-237.061307,75,462.77013
-237.884656,75,476.985772
-242.533341,75,478.601737
-241.53386,75,480.38962
-245.775055,75,482.25911
-239.751025,75,484.05911
-242.23607,75,486.070249
-239.992049,75,488.33634
-246.506473,75,490.172437
-237.249008,75,492.130113
-246.162279,75,494.015001
-238.730155,75,495.966747
-242.534132,75,497.819183
-238.344031,75,499.593948
-233.386487,75,501.287361
-242.478946,75,503.224377
-247.546102,75,505.01335
-247.391527,75,506.78716
-235.633205,75,508.610003
-238.745111,75,510.394823
-248.556071,75,512.15451
-240.502526,75,513.877208
-237.954122,75,515.591614
-245.575806,75,517.334414
-235.456112,75,519.126697
-240.294194,75,521.236308
-241.826104,75,523.111113
-239.433422,75,524.963138
-234.952574,75,526.781833
-232.128335,75,541.738792
-240.150977,75,543.452376
-239.906753,75,545.210082
-241.854758,75,547.269451
-239.739436,75,549.264112
-245.926927,75,551.175794
-239.588758,75,553.049895
-246.765367,75,554.870108
-243.563413,75,556.759503
-246.237575,75,558.657786
-243.264661,75,560.483832
-239.401976,75,562.195106
-242.868027,75,563.96819
-245.181153,75,565.706596
-242.58331,75,567.42005
-241.564632,75,569.109625
-240.860782,75,570.795267
-241.239202,75,572.44498
-235.538388,75,574.190861
-242.841325,75,575.918111
-236.653459,75,577.631806
-236.893975,75,579.377753
-238.092257,75,581.258437
-246.30843,75,583.024562
-239.234307,75,584.755095
-240.882056,75,586.538359
-242.219172,75,588.282345
-241.907351,75,602.473278
-239.967741,75,604.230322
-247.865407,75,606.4558
-239.614862,75,608.761926
-240.329442,75,610.942613
-243.388752,75,613.111925
-242.844327,75,614.941869
-242.855267,75,616.737549
-238.887249,75,618.587338
-237.427943,75,620.34303
-237.12298,75,622.079522
-241.486638,75,623.757714
-239.071569,75,626.345613
-243.186632,75,628.121072
-242.34399,75,630.012474
-236.128597,75,631.785104
-239.154118,75,633.445367
-249.073457,75,635.167885
-243.413565,75,637.779907
-243.219121,75,639.637322
-240.504588,75,641.558553
-210.374689,75,643.937812
-246.617938,75,645.780877
-236.326818,75,647.578239
-234.913469,75,649.354215
-238.600036,75,651.094151
-242.143982,75,652.796079
-241.478017,75,654.478414
-237.853436,75,669.929034
-241.238013,75,671.662272
-242.416197,75,673.434221
-241.437338,75,675.411505
-237.20473,75,677.170026
-245.150969,75,678.906251
-248.033438,75,680.596759
-236.274661,75,682.300713
-241.934786,75,684.080651
-235.175679,75,685.769558
-240.733582,75,687.430198
-244.546238,75,689.066635
-240.368084,75,690.720932
-249.608831,75,692.637691
-237.598975,75,695.041476
-235.740062,75,697.661113
-243.859538,75,700.848337
-237.36278,75,702.998564
-231.247404,75,705.225306
-241.403577,75,707.415437
-239.729813,75,709.413422
-237.441978,75,711.751973
-249.940628,75,713.842317
-243.433293,75,715.640681
-242.299122,75,717.502723
-245.225389,75,719.25627
-248.350773,75,721.082967
-230.726903,75,740.001661
-239.428538,75,741.885207
-238.882757,75,743.772237
-246.025171,75,745.545122
-236.207304,75,747.350042
-238.610567,75,749.131909
-245.054148,75,750.904624
-249.158265,75,752.693169
-245.500433,75,754.580102
-247.37647,75,756.593791
-245.975882,75,758.772725
-241.853027,75,760.665622
-238.443192,75,762.575907
-240.901226,75,764.512852
-238.555874,75,766.236886
-238.812302,75,768.020487
-244.72484,75,769.961759
-240.899121,75,772.114941
-242.532893,75,773.913812
-239.259934,75,775.710538
-245.400953,75,777.446302
-247.92172,75,779.585328
-248.258332,75,781.441924
-242.997455,75,783.339415
-245.656356,75,785.261376
-236.758151,75,787.837548
-240.921149,75,790.008623
-244.412828,75,792.067339
-243.500998,75,806.194124
-251.166383,75,808.00056
-246.184784,75,810.138893
-247.033918,75,811.920478
-242.749014,75,813.656932
-245.453321,75,816.172473
-248.194025,75,817.863573
-251.207916,75,819.547399
-246.632253,75,821.296716
-243.057481,75,823.071243
-246.549615,75,825.522012
-250.514415,75,827.562105
-244.023553,75,829.577243
-247.460782,75,831.372807
-242.121591,75,833.216776
-238.511553,75,835.012023
-243.810934,75,836.902324
-237.931232,75,838.623238
-240.158443,75,840.285085
-248.945961,75,842.027885
-245.255377,75,843.760129
-239.454322,75,845.825918
-243.739967,75,848.098736
-251.319692,75,849.874587
-239.271982,75,851.647047
-251.817543,75,853.436689
-241.723716,75,855.097832
-246.423178,75,869.886881
-247.286203,75,871.835051
-251.171847,75,873.594429
-245.269425,75,875.471778
