#{"t_start": 1756146899.5071666, "env_id": "myoHandWheelHoldFixed-v0"}
r,l,t
2050.379678,75,1.951101
1961.58172,75,2.693382
1991.916351,75,3.538491
1955.908452,75,4.32022
2013.998145,75,5.134639
1943.561966,75,5.940239
1948.424819,75,6.984272
1984.645246,75,8.008439
2022.250325,75,9.011596
1884.821167,75,10.038841
2009.080371,75,11.074698
1945.7055,75,12.09865
1977.124092,75,13.103439
1873.282926,75,14.128936
2014.718906,75,15.159558
2004.742527,75,16.178621
2018.660864,75,17.179205
1990.310755,75,18.17733
2023.466732,75,19.178376
1948.5576,75,20.231303
1954.805498,75,21.272167
1992.893518,75,22.28133
1964.561928,75,23.291145
1961.58068,75,24.28611
1895.18218,75,25.292618
1933.560297,75,26.297288
1874.03927,75,27.3095
2024.030121,75,28.338929
2026.32147,75,29.356957
1932.337137,75,30.387056
1927.373266,75,31.454375
1963.935614,75,32.504809
1951.174443,75,33.531239
2027.361353,75,34.542008
1898.862204,75,35.544898
2026.577769,75,36.614192
1949.6248,75,37.627247
2009.23055,75,38.626366
1947.26751,75,39.630817
1923.446771,75,40.622484
1989.670298,75,41.628048
1983.510385,75,42.626589
1965.162544,75,43.623885
1905.094719,75,44.630958
1990.438448,75,45.62461
1999.341406,75,46.608982
1941.001243,75,47.598034
1929.573628,75,48.601532
1929.841709,75,49.595575
2028.349617,75,50.606812
1938.779914,75,51.626143
1987.787192,75,52.641661
1948.667747,75,53.664042
1968.160286,75,54.679454
2012.524114,75,71.721444
1994.844518,75,72.740334
1998.728307,75,73.745212
1980.154025,75,74.755659
2028.392411,75,75.755412
2044.984912,75,76.759696
1978.563219,75,77.748469
2021.893073,75,78.745985
1957.071114,75,79.796569
1868.566264,75,80.843184
2033.573686,75,81.857385
2053.653243,75,82.884879
1970.918944,75,83.878321
2017.911159,75,84.881241
2030.059757,75,85.862991
2043.123509,75,86.86032
2063.724882,75,87.861444
2002.052249,75,88.884163
1973.933502,75,89.871283
2039.057124,75,90.884805
1968.606445,75,91.898435
1960.889503,75,92.935145
2019.21574,75,93.928005
1949.82565,75,94.910631
1854.481221,75,95.908287
2055.460891,75,96.922338
1973.56425,75,97.996521
1945.358406,75,98.988331
1980.357555,75,99.982884
1959.374762,75,101.034398
2053.948457,75,102.050493
1960.60048,75,103.044517
2019.599094,75,104.041214
2029.029368,75,105.050186
1993.431728,75,106.044477
2012.519748,75,107.042568
1944.295476,75,108.03857
1889.847773,75,109.049147
2001.413152,75,110.050552
1969.826838,75,111.064977
1991.190997,75,112.092544
1992.771442,75,113.142172
1981.283639,75,114.152279
2005.625636,75,115.180494
2045.756078,75,116.212192
2016.14378,75,117.228045
2074.522973,75,118.238248
1984.535835,75,119.250432
2000.76591,75,120.260985
1936.468349,75,121.288178
1990.868729,75,122.292735
2009.752692,75,123.33574
2057.596092,75,124.404981
1937.093282,75,125.411252
1998.920735,75,126.432649
2051.737275,75,140.138688
2081.339166,75,141.091428
1999.70405,75,142.048614
1999.175349,75,142.982962
1994.815293,75,143.948076
1991.236359,75,144.892758
2016.13999,75,145.836687
2014.236933,75,146.772613
1979.037496,75,147.711522
2032.858352,75,148.67324
2029.746069,75,149.628779
2060.892058,75,150.579009
2019.724054,75,151.53877
2021.894079,75,152.530634
1967.634517,75,153.484073
1987.031043,75,154.409415
1994.9127,75,155.360513
2015.343001,75,156.312206
2013.983147,75,157.272323
1980.37342,75,158.240821
1961.936144,75,159.210328
2006.693544,75,160.162338
2007.587399,75,161.120289
1987.12436,75,162.059548
2253.353327,75,163.27792
1971.646046,75,164.337283
2015.068556,75,165.290039
2049.045452,75,166.245086
2037.426865,75,167.189499
2025.208173,75,168.128887
1997.566607,75,169.071636
2008.873943,75,170.024221
2021.032973,75,170.974705
1973.457737,75,171.91152
2068.883942,75,172.860233
1990.8811,75,173.813917
2051.143027,75,174.764137
1970.622908,75,175.720925
2006.386181,75,176.664301
1993.620265,75,177.613391
2025.668976,75,178.556901
1956.210435,75,179.490937
2084.543779,75,180.454695
2015.225116,75,181.417017
2003.165158,75,182.376687
2053.243469,75,183.318919
2059.373726,75,184.270663
2002.152604,75,185.221689
1974.745281,75,186.169414
2029.381934,75,187.111943
1994.708977,75,188.057758
2010.479666,75,188.999133
2005.862982,75,189.945113
2020.798311,75,190.889891
1989.554847,75,191.845727
1931.046918,75,205.507533
2101.232998,75,206.471098
2002.19735,75,207.403072
2015.541167,75,208.35431
2015.933555,75,209.321311
2009.921448,75,210.272613
2023.787931,75,211.212356
2017.550347,75,212.163973
2023.800578,75,213.110166
2014.659174,75,214.064476
1973.022594,75,214.997987
2027.965113,75,215.973653
2023.362769,75,216.999338
2049.474169,75,217.950859
1972.866725,75,218.896272
2068.605318,75,219.852969
2037.769469,75,220.78951
1967.722513,75,221.747253
1998.875619,75,222.689693
2043.561188,75,223.641319
2001.98781,75,224.585946
2035.920135,75,225.545103
2047.253285,75,226.500005
2069.791687,75,227.449622
2018.457001,75,228.406882
2019.087495,75,229.35093
2060.970123,75,230.28819
2013.615099,75,231.243507
2080.083593,75,232.194185
2064.369705,75,233.139157
2038.759877,75,234.076865
2058.425419,75,235.025509
2063.435904,75,235.977948
2041.939028,75,236.922302
2009.411549,75,237.858176
2093.85711,75,238.814051
2008.629704,75,239.754328
2052.276635,75,240.708389
2073.267323,75,241.652404
2045.374896,75,242.606361
1994.640761,75,243.561799
1925.866451,75,244.505867
2011.293914,75,245.430892
2030.790432,75,246.368361
2030.905872,75,247.316984
2068.536853,75,248.268059
1920.042075,75,249.244269
2012.168064,75,250.211985
2027.299872,75,251.163697
2003.765985,75,252.116576
2021.455606,75,253.051858
1995.41549,75,254.00066
2070.195927,75,254.946795
2037.932131,75,255.903372
2018.240707,75,256.847611
2056.125451,75,270.61356
2057.932156,75,271.564784
2044.149837,75,272.515587
2000.28143,75,273.46739
2089.866106,75,274.414126
2059.516254,75,275.361222
2021.940869,75,276.319614
2033.677501,75,277.262422
2018.237624,75,278.209582
2041.295436,75,279.157031
2019.698266,75,280.104521
2067.337279,75,281.059484
2023.889736,75,282.005991
2010.70259,75,282.975056
2078.51571,75,283.923197
2064.070443,75,284.869631
2067.099744,75,285.821025
2040.883628,75,286.780155
1998.23754,75,287.731024
2044.841355,75,288.691726
2047.401958,75,289.663311
1992.214518,75,290.610183
2027.013591,75,291.569617
2035.765241,75,292.512147
2063.530033,75,293.481119
2016.635146,75,294.442643
2093.89721,75,295.393714
2045.60079,75,296.346182
2052.273097,75,297.299452
2012.119761,75,298.23887
2032.659926,75,299.175669
2042.49011,75,300.109644
2006.578909,75,301.059954
2033.472807,75,302.004564
2087.224985,75,302.953344
2046.050534,75,303.89441
2023.932371,75,304.8441
2041.711893,75,305.804089
2028.41984,75,306.758343
2051.449146,75,307.692189
2028.316732,75,308.645023
2017.668561,75,309.603244
2058.676726,75,310.554124
2079.263751,75,311.510881
2025.734042,75,312.463284
2057.290874,75,313.417695
2038.74895,75,314.363298
2037.317988,75,315.296325
2276.842564,75,316.516586
2021.451966,75,317.485759
2052.998298,75,318.423278
2001.497262,75,319.36904
2073.749612,75,320.304896
2013.263737,75,321.251311
2024.965664,75,322.197047
2040.491235,75,335.953807
2059.55167,75,336.907608
2079.751745,75,337.854544
2068.723321,75,338.817829
2033.023691,75,339.767374
2067.848223,75,340.714858
2039.288444,75,341.660524
2053.14438,75,342.619525
2075.129378,75,343.572326
2046.406546,75,344.518469
2100.8878,75,345.467251
2042.799529,75,346.41278
2083.906203,75,347.36512
2021.93437,75,348.300668
2107.299992,75,349.261773
2060.27432,75,350.215946
2094.892329,75,351.154862
2024.334389,75,352.103583
2096.898799,75,353.036732
2086.263487,75,353.986659
2069.119085,75,354.944471
2097.715394,75,355.89479
2068.093785,75,356.844806
2099.918791,75,357.788983
2049.588449,75,358.739559
2073.407479,75,359.693493
2026.238464,75,360.657702
2065.663876,75,361.669826
2070.949109,75,362.620133
2045.123352,75,363.58034
2047.722547,75,364.532009
2009.822293,75,365.474139
2100.504792,75,366.409384
2049.892914,75,367.356274
2066.801584,75,368.275404
2068.584851,75,369.220934
2071.68071,75,370.161124
2058.026742,75,371.114599
2037.642516,75,372.055479
2040.480274,75,373.000718
2066.243391,75,373.950974
2080.975924,75,374.902722
2060.857271,75,375.83053
2041.612846,75,376.78896
2105.699231,75,377.744265
2079.932027,75,378.704223
2051.413398,75,379.643675
2098.105846,75,380.589919
2061.706355,75,381.545785
2051.715943,75,382.491396
2064.251764,75,383.431636
2074.972443,75,384.372652
2048.111912,75,385.317298
2059.53512,75,386.264147
2028.585721,75,387.215556
2095.920398,75,400.697778
2069.978158,75,401.642989
2070.920534,75,402.58334
2050.760045,75,403.522763
2032.489723,75,404.465288
2081.721717,75,405.411545
2094.346291,75,406.356547
2113.024445,75,407.295958
2081.695614,75,408.24196
2110.90951,75,409.180098
2068.160749,75,410.130071
2110.371249,75,411.083011
2072.093788,75,412.031344
2052.210609,75,412.994412
2074.669315,75,413.946898
2050.040379,75,414.893039
2102.614965,75,415.84188
2063.257675,75,416.799674
2073.557194,75,417.743996
2050.456588,75,418.678844
2065.550339,75,419.61606
2043.688194,75,420.567808
2058.322213,75,421.528337
2033.038932,75,422.469967
2050.110636,75,423.418798
2071.056377,75,424.372496
2045.71947,75,425.330158
2001.160213,75,426.280415
2029.12707,75,427.22892
2130.041835,75,428.183891
2071.871158,75,429.140501
2105.491951,75,430.087339
2057.540623,75,431.040358
2069.233191,75,431.992326
2102.789817,75,432.943166
2044.214049,75,433.88209
2085.553709,75,434.843774
2011.693541,75,435.809
2058.171489,75,436.751903
2066.272722,75,437.702317
2032.186068,75,438.656932
2116.049338,75,439.608835
2082.191362,75,440.556024
2088.023462,75,441.491179
2075.209911,75,442.42967
2099.375991,75,443.385775
2031.40509,75,444.340976
2087.904053,75,445.28636
2028.154829,75,446.247406
2110.087014,75,447.203228
2051.167209,75,448.153047
2015.42564,75,449.09888
2108.067516,75,450.048861
2107.516019,75,450.99594
2072.126992,75,464.640511
2106.574631,75,465.57511
2074.684336,75,466.520895
2053.57543,75,467.46441
2117.314639,75,468.414745
2073.209081,75,469.353247
2110.250953,75,470.319865
2046.985774,75,471.274627
2096.050681,75,472.2238
2099.404336,75,473.156688
2041.829905,75,474.118385
2074.146152,75,475.066763
2089.065466,75,476.016047
2064.680597,75,476.963526
2064.624531,75,477.921605
2124.259445,75,478.870293
2083.792038,75,479.831198
2018.408246,75,480.775536
2314.473361,75,482.009473
2042.471403,75,482.975503
2095.816762,75,483.917312
2098.807402,75,484.868456
2083.126233,75,485.816863
2086.077427,75,486.766659
2072.95311,75,487.719265
2091.447013,75,488.672407
2071.187817,75,489.612918
2084.452655,75,490.556055
2089.133345,75,491.495215
2086.908537,75,492.440733
2070.769095,75,493.383312
2107.297743,75,494.324359
2099.43415,75,495.271285
2067.893801,75,496.214835
2059.840893,75,497.167428
2082.064686,75,498.117302
2088.486143,75,499.070228
2082.637256,75,500.018951
2110.945351,75,500.973334
2105.203577,75,501.912367
2098.705124,75,502.862728
2090.966188,75,503.80167
2088.816331,75,504.758129
2004.898614,75,505.697193
2112.803734,75,506.652731
