#{"t_start": 1755530694.758317, "env_id": "myoHandWheelHoldFixed-v0_left"}
r,l,t
-240.83347,75,3.365598
-241.298781,75,5.127293
-240.61803,75,7.169932
-234.732322,75,8.918851
-234.870676,75,10.771359
-231.952879,75,12.563406
-238.127894,75,14.473512
-232.529368,75,16.292587
-235.975919,75,18.131096
-238.52919,75,20.252685
-237.511901,75,22.354442
-237.581704,75,24.230052
-236.395604,75,26.14149
-232.81744,75,28.630823
-239.36677,75,31.075802
-229.182694,75,33.597587
-242.348033,75,36.055114
-234.101053,75,38.587656
-239.767264,75,40.713671
-233.890087,75,42.850738
-237.941419,75,44.800427
-236.433512,75,46.719565
-236.196306,75,48.907408
-233.355671,75,50.929716
-237.70163,75,53.141175
-235.051198,75,55.226806
-236.19857,75,57.101327
-230.920468,75,73.723742
-233.28704,75,75.971449
-233.787019,75,78.099526
-235.147693,75,80.271415
-233.586634,75,82.457514
-236.102195,75,84.914971
-234.608317,75,87.143211
-239.472206,75,89.458762
-240.174926,75,91.401655
-241.086281,75,93.376653
-239.284965,75,95.468174
-237.749499,75,97.504597
-236.567352,75,99.46621
-233.959311,75,101.563029
-234.472609,75,103.844052
-234.15041,75,106.99002
-234.15056,75,109.514186
-239.253084,75,111.989672
-231.705115,75,114.429354
-239.177335,75,116.711308
-241.762195,75,119.403184
-235.588479,75,121.577169
-237.169239,75,123.590612
-234.532124,75,126.497639
-234.570335,75,128.798546
-236.713528,75,131.604542
-240.483946,75,134.470652
-240.116427,75,150.922775
-235.287828,75,152.775438
-233.516384,75,154.698128
-238.118316,75,156.614868
-239.345276,75,158.491285
-239.380792,75,160.480236
-234.02085,75,162.60927
-236.060856,75,164.660691
-233.491382,75,167.131644
-237.119909,75,170.170648
-240.037749,75,172.40573
-237.759259,75,174.324599
-240.648057,75,176.263485
-235.983418,75,178.289531
-237.609729,75,180.370995
-237.642451,75,182.30447
-237.046656,75,184.141335
-241.563699,75,186.15205
-238.217528,75,189.174427
-243.24912,75,191.445356
-239.422305,75,193.518262
-241.669831,75,195.774168
-238.915625,75,197.572289
-239.412676,75,199.332554
-232.470697,75,201.140458
-235.848871,75,202.961175
-235.498647,75,204.694849
-235.388385,75,220.343611
-236.894432,75,221.935721
-240.353302,75,223.669059
-232.223502,75,225.472847
-237.88558,75,227.465635
-233.397648,75,229.388759
-235.592032,75,231.205305
-236.117863,75,232.939457
-246.681145,75,234.63416
-237.997821,75,236.322213
-235.734895,75,238.006523
-238.394476,75,239.679373
-234.949559,75,241.348814
-230.943596,75,243.052735
-236.46419,75,244.718522
-236.712266,75,246.475206
-234.011526,75,248.18335
-235.894449,75,249.851536
-235.569521,75,251.627917
-235.249905,75,253.33256
-233.460795,75,255.124709
-235.080395,75,256.821052
-239.160161,75,258.601938
-234.193919,75,260.560381
-239.27779,75,262.310128
-228.946405,75,264.091478
-242.799734,75,265.798014
-229.718232,75,267.527759
-235.625346,75,282.082971
-235.90402,75,284.120452
-234.477673,75,286.720585
-228.881991,75,288.500626
-240.191905,75,290.38858
-239.803697,75,292.072146
-235.105615,75,293.769718
-236.803075,75,295.591805
-240.860864,75,297.357474
-229.74417,75,299.085824
-236.037338,75,300.808395
-234.255342,75,302.577153
-234.88116,75,304.343793
-236.049356,75,306.103315
-237.626591,75,307.911602
-239.593572,75,310.025926
-237.957034,75,312.419467
-230.452121,75,314.514863
-240.384962,75,316.2908
-235.451168,75,317.995054
-240.016332,75,319.702507
-238.494244,75,321.479473
-237.465592,75,323.294767
-235.043131,75,325.190858
-198.849548,75,327.816062
-235.689648,75,329.850858
-248.714979,75,331.7029
-230.136276,75,333.549579
-240.371121,75,348.298064
-238.938295,75,350.094907
-236.493682,75,351.997787
-234.598151,75,353.934228
-233.337033,75,355.668595
-238.843994,75,357.324923
-240.844811,75,359.017714
-238.49913,75,360.707285
-230.416378,75,362.365254
-236.309483,75,364.386852
-235.29889,75,367.125821
-232.149204,75,369.274712
-239.820931,75,371.255016
-239.91862,75,373.070431
-242.709558,75,374.918169
-240.341574,75,376.921197
-234.421688,75,378.846398
-236.383154,75,381.059709
-226.681024,75,382.914872
-237.318632,75,384.630681
-234.141052,75,386.340393
-242.246035,75,388.180917
-239.968206,75,389.974221
-246.094391,75,391.792779
-240.35104,75,393.697022
-240.068113,75,395.659347
-231.772508,75,398.120556
-239.77887,75,413.49935
