#{"t_start": 1756146899.580266, "env_id": "myoHandWheelHoldFixed-v0"}
r,l,t
1953.26428,75,1.885016
2016.102414,75,2.620283
2013.634404,75,3.467392
1942.137063,75,4.252301
1899.679004,75,5.067541
1921.221914,75,5.871668
1977.224884,75,6.915166
2016.054463,75,7.934207
1994.906117,75,8.941528
2021.517455,75,9.966741
1963.522911,75,11.001599
2044.830306,75,12.02772
1957.393937,75,13.036351
1963.114679,75,14.056816
1953.401477,75,15.086458
1954.377736,75,16.108036
2043.617609,75,17.110635
2007.431687,75,18.107242
2033.023404,75,19.105276
2021.869905,75,20.165664
1972.312698,75,21.201159
1952.71944,75,22.210261
1997.954081,75,23.220291
1973.806857,75,24.220071
2034.417545,75,25.222563
2048.246467,75,26.225191
1959.470155,75,27.241944
1958.227689,75,28.264802
1950.977322,75,29.287849
2024.806691,75,30.32046
1979.38629,75,31.381276
1966.668859,75,32.436712
1967.638854,75,33.45814
1984.859669,75,34.474976
2017.547775,75,35.476082
2009.005612,75,36.539084
2019.224111,75,37.555148
2007.064839,75,38.55726
2015.786818,75,39.560245
1939.182049,75,40.555397
1991.036397,75,41.556951
2007.306056,75,42.560781
1983.993654,75,43.557784
1959.428367,75,44.560897
1926.29635,75,45.551511
1991.78723,75,46.53688
2029.519089,75,47.529481
1998.476382,75,48.526888
1933.624493,75,49.522476
2016.186439,75,50.536715
1944.050472,75,51.554062
1958.111573,75,52.56403
1974.252341,75,53.591942
1925.092962,75,54.612913
1936.849028,75,71.65038
2040.713598,75,72.664721
2001.084785,75,73.673118
2011.597954,75,74.68256
1979.673739,75,75.680304
1923.171028,75,76.689174
1902.342844,75,77.673377
1961.42589,75,78.674882
2035.537696,75,79.728004
2042.409235,75,80.768994
1970.81927,75,81.786285
1942.021779,75,82.81178
2042.515123,75,83.810339
2063.919768,75,84.805605
2018.092705,75,85.792998
2019.048194,75,86.793757
2051.902338,75,87.792357
1957.541643,75,88.815809
1986.203792,75,89.803408
1980.025103,75,90.817212
1968.725529,75,91.827849
1944.588631,75,92.868179
2086.415512,75,93.853905
2050.752885,75,94.839638
1946.611105,75,95.840405
1957.968147,75,96.851254
1984.904957,75,97.926945
1961.354167,75,98.913235
1974.051541,75,99.911777
2018.399247,75,100.965296
1971.98928,75,101.978407
1980.005854,75,102.975411
2013.063109,75,103.967097
2050.33611,75,104.974678
2042.691899,75,105.975658
1934.587413,75,106.973464
2001.123232,75,107.97346
1973.214653,75,108.974965
2021.580415,75,109.979493
2029.45902,75,110.997699
2001.584515,75,112.024445
2033.549192,75,113.075087
2024.197922,75,114.087705
1957.686214,75,115.115678
1982.405749,75,116.144105
2029.044573,75,117.155946
1977.120741,75,118.167671
1969.206827,75,119.181718
2009.70155,75,120.191898
1970.544538,75,121.223625
1977.455926,75,122.226815
1998.194247,75,123.26264
2031.884431,75,124.32785
1965.994484,75,125.344518
1987.556615,75,126.365592
1946.86418,75,140.069585
2008.001863,75,141.022367
2022.380253,75,141.973516
2024.077535,75,142.916867
2012.684957,75,143.87398
2019.054712,75,144.820661
2041.00279,75,145.761589
2072.47168,75,146.699514
1981.319369,75,147.643425
1990.934098,75,148.600141
2051.688845,75,149.561676
1947.684032,75,150.510909
1981.401756,75,151.470218
1998.117233,75,152.464536
2048.659898,75,153.410973
1966.981188,75,154.332802
2007.114865,75,155.289413
1933.10035,75,156.245121
1972.907665,75,157.200226
1998.565588,75,158.168721
1996.978838,75,159.138229
2022.942664,75,160.094239
1988.589525,75,161.04919
2053.143279,75,161.99146
2253.353327,75,163.204821
1971.348499,75,164.268178
1969.833672,75,165.220944
2018.177536,75,166.172986
2049.856005,75,167.120396
2018.157449,75,168.055787
1983.450275,75,168.999535
1989.686713,75,169.952045
2054.829991,75,170.901606
1950.93704,75,171.844437
2026.842465,75,172.786124
2004.528522,75,173.746827
2038.428445,75,174.691991
2031.703714,75,175.647826
2050.3882,75,176.595203
2023.893452,75,177.545286
1913.509864,75,178.487795
