#{"t_start": 1756146899.623792, "env_id": "myoHandWheelHoldFixed-v0"}
r,l,t
2020.85621,75,1.83548
2003.173073,75,2.576757
1956.630494,75,3.415855
1956.224288,75,4.203595
1969.141978,75,5.018013
1977.032846,75,5.826127
1964.66598,75,6.867646
1973.515305,75,7.887693
1990.619267,75,8.899
1958.062462,75,9.913667
1969.449746,75,10.951536
1927.331877,75,11.982554
1964.847071,75,12.991827
2001.889306,75,14.010128
2020.273031,75,15.036925
1922.628472,75,16.06451
2007.031368,75,17.061576
1989.911833,75,18.058518
1934.776807,75,19.061235
1938.212935,75,20.119199
2049.580105,75,21.152746
1942.188766,75,22.161199
1960.033893,75,23.16998
1998.407921,75,24.174536
2004.766304,75,25.174821
1901.310331,75,26.180662
2015.036806,75,27.192875
1952.022388,75,28.220279
1938.482403,75,29.244323
1965.653823,75,30.270431
1978.175769,75,31.3312
1988.206717,75,32.387171
2008.437239,75,33.410597
1996.860529,75,34.425382
1956.576753,75,35.432556
2030.746011,75,36.491583
2015.548306,75,37.510622
2029.369286,75,38.512736
1997.058115,75,39.512672
1934.305248,75,40.510877
1977.241636,75,41.506634
1926.035916,75,42.509963
2015.566896,75,43.508263
1994.866566,75,44.516352
2001.563658,75,45.502455
1996.600006,75,46.493354
1985.495774,75,47.481408
2011.822167,75,48.483362
1977.855607,75,49.473214
1989.087276,75,50.492193
2015.803099,75,51.511045
1985.905467,75,52.520504
1944.670469,75,53.542351
1965.359407,75,54.562829
2007.640191,75,71.604818
2054.547669,75,72.623708
1929.360707,75,73.628587
1981.137515,75,74.638033
1936.433107,75,75.635764
2011.328381,75,76.641692
1937.831816,75,77.631843
1953.229002,75,78.625182
2045.930953,75,79.679944
1971.966968,75,80.725468
1989.046249,75,81.73676
1941.934765,75,82.762186
1973.921545,75,83.761173
2025.608535,75,84.760073
1988.901327,75,85.744294
2012.048442,75,86.743694
1993.415732,75,87.743801
1989.529683,75,88.765207
2022.732635,75,89.753596
2037.581162,75,90.76818
2005.067326,75,91.787353
1907.180667,75,92.815944
2000.747665,75,93.810379
2001.641608,75,94.790501
