#{"t_start": 1755530694.557023, "env_id": "myoHandWheelHoldFixed-v0_left"}
r,l,t
-236.233259,75,3.539414
-239.5596,75,5.325975
-235.760471,75,7.366269
-237.94912,75,9.110809
-233.084804,75,10.962419
-236.599525,75,12.7573
-239.531644,75,14.672043
-234.435724,75,16.481647
-239.61669,75,18.320664
-240.115492,75,20.457659
-236.543875,75,22.533995
-234.387614,75,24.419265
-235.035214,75,26.332813
-234.388136,75,28.831105
-236.714629,75,31.251117
-246.484395,75,33.787212
-240.214414,75,36.241267
-233.593657,75,38.7762
-236.912375,75,40.899161
-233.919133,75,43.034636
-232.39478,75,44.97678
-241.042583,75,46.897358
-235.639283,75,49.074929
-234.453975,75,51.105933
-238.715585,75,53.342577
-236.3215,75,55.407415
-237.666727,75,57.282299
-238.420894,75,73.914094
-235.027416,75,76.145549
-241.622876,75,78.289766
-234.149889,75,80.458798
-231.398587,75,82.639835
-235.417826,75,85.121018
-232.922713,75,87.322057
-229.929726,75,89.633162
-237.778508,75,91.576745
-235.562334,75,93.556282
-237.41092,75,95.652785
-235.990381,75,97.694266
-236.089003,75,99.64388
-234.177639,75,101.756598
-238.12627,75,103.835463
-234.464825,75,107.168117
-232.938151,75,109.698347
-235.01635,75,112.201411
-238.227801,75,114.608387
-235.616235,75,116.89288
-236.573353,75,119.565385
-239.204915,75,121.75095
-234.296495,75,123.807709
-230.638294,75,126.745798
-236.333022,75,128.986857
-237.732295,75,131.762761
-235.169526,75,134.645036
-236.096069,75,151.107727
-235.016709,75,152.964689
-238.287254,75,154.887578
-231.182051,75,156.795305
-241.789677,75,158.681945
-238.700623,75,160.668674
-239.494983,75,162.787309
-235.710104,75,164.852337
-239.577757,75,167.24402
-231.81187,75,170.371843
-232.754671,75,172.59711
-235.345428,75,174.513562
-236.839015,75,176.451119
-231.630907,75,178.472347
-236.300794,75,180.583411
-237.957443,75,182.487043
-233.393523,75,184.322926
-234.437448,75,186.333526
-237.170159,75,189.38712
-234.10537,75,191.632103
-239.379258,75,193.704739
-237.180838,75,195.962876
-237.247113,75,197.77765
-234.93523,75,199.519786
-236.466579,75,201.32455
-228.539655,75,203.146091
-241.281513,75,204.878835
-232.086973,75,220.538467
-236.651484,75,222.123486
-233.550683,75,223.856213
