#{"t_start": 1756146899.6217918, "env_id": "myoHandWheelHoldFixed-v0"}
r,l,t
1924.988897,75,1.836476
1981.098901,75,2.578757
1943.240371,75,3.418858
1974.430505,75,4.205595
2038.684041,75,5.020013
1973.505267,75,5.832144
2056.979848,75,6.870674
2086.052724,75,7.891687
1984.787713,75,8.894456
2037.490121,75,9.924216
1987.061395,75,10.953536
1998.491134,75,11.979257
2012.279953,75,12.991832
2053.337958,75,14.011131
2005.55083,75,15.04094
1974.598449,75,16.061989
1965.422402,75,17.062575
2027.723416,75,18.066722
1948.974211,75,19.064289
2000.776926,75,20.123446
1982.869279,75,21.158049
2005.918235,75,22.167725
1987.487648,75,23.173003
1909.12987,75,24.172498
2003.756476,75,25.174302
2008.983799,75,26.183665
2000.638883,75,27.193873
1985.730381,75,28.219638
1985.328063,75,29.241333
1992.00576,75,30.276412
2010.389056,75,31.334203
1947.880524,75,32.390184
1945.954417,75,33.416614
1979.98058,75,34.42991
2030.531464,75,35.430273
1940.351225,75,36.493583
2001.519017,75,37.514621
2014.893746,75,38.509739
1957.785545,75,39.514672
1967.142387,75,40.512877
1921.255257,75,41.512424
1952.249423,75,42.510959
1990.746157,75,43.514262
2014.439967,75,44.519371
1952.417171,75,45.504455
1979.289438,75,46.492356
1984.062925,75,47.484414
2030.796642,75,48.489421
1984.982781,75,49.48095
1969.045964,75,50.495189
1985.458413,75,51.5105
2001.876706,75,52.522504
2030.041149,75,53.542325
1953.051597,75,54.569371
2017.953996,75,71.611859
1946.42789,75,72.624196
1993.60142,75,73.626567
2026.663908,75,74.635982
2031.90885,75,75.639781
1964.885536,75,76.649663
2061.066322,75,77.628846
2007.086839,75,78.632367
1902.407025,75,79.685963
1981.698055,75,80.731754
1997.318399,75,81.73876
2039.755259,75,82.769257
1990.730039,75,83.765793
1997.351632,75,84.764079
1980.812269,75,85.749949
2000.332168,75,86.744184
2058.18204,75,87.745277
1987.683386,75,88.77127
2007.295532,75,89.755596
1923.395803,75,90.772178
2012.381322,75,91.782814
1941.196803,75,92.825643
2028.225556,75,93.809357
1937.014182,75,94.796005
1910.275662,75,95.791649
1994.968497,75,96.801991
1991.4139,75,97.883896
2012.44313,75,98.870703
1953.175431,75,99.872257
2009.377313,75,100.919772
1985.814156,75,101.933775
2028.050207,75,102.929892
1908.38971,75,103.924058
2050.930086,75,104.936572
2024.475572,75,105.934132
2047.954602,75,106.929947
2047.233735,75,107.930934
1967.532796,75,108.933439
1981.481114,75,109.937967
1971.188251,75,110.956174
1983.964691,75,111.975906
2025.282354,75,113.030565
2030.794433,75,114.045172
2000.985722,75,115.067285
2008.854056,75,116.101598
1944.667344,75,117.115423
1972.180075,75,118.12061
2052.087212,75,119.143494
2019.075511,75,120.144818
1962.497535,75,121.172437
2071.081356,75,122.17811
2012.126236,75,123.227475
2007.014023,75,124.287333
2023.137978,75,125.300994
1995.252385,75,126.320058
2018.079588,75,140.028059
1974.726188,75,140.976802
1984.369664,75,141.933989
2051.853798,75,142.873344
2016.954137,75,143.829458
2046.089678,75,144.772392
2025.716557,75,145.722061
2016.186729,75,146.653001
2014.492039,75,147.602896
2037.506489,75,148.558615
1991.995688,75,149.51615
1990.465447,75,150.465386
2040.582044,75,151.427695
2038.183566,75,152.420009
2028.833764,75,153.369447
1954.728823,75,154.292287
2024.540047,75,155.242887
2015.731486,75,156.201596
2030.732692,75,157.1587
2028.805215,75,158.121198
1976.780404,75,159.095702
2058.705114,75,160.048714
2103.198505,75,161.003665
1963.026791,75,161.949934
2253.353327,75,163.160298
1886.768093,75,164.222658
2044.335927,75,165.179418
1954.593887,75,166.13146
2018.701112,75,167.07887
2038.275763,75,168.010276
2038.616145,75,168.953012
2052.308478,75,169.905597
2036.31399,75,170.856079
2002.145764,75,171.797898
2023.561127,75,172.746598
1980.636143,75,173.699292
1995.691226,75,174.650465
2053.079073,75,175.603302
2063.42765,75,176.552685
2001.548979,75,177.499765
2015.691174,75,178.443277
1986.019311,75,179.376312
1971.870867,75,180.337073
1994.258865,75,181.301409
2048.998368,75,182.262062
2027.818834,75,183.208287
2032.809634,75,184.161037
1984.854026,75,185.109065
2022.340311,75,186.059791
2007.495285,75,186.997318
2040.724169,75,187.943133
1999.193007,75,188.885506
2020.923047,75,189.834502
1944.494146,75,190.776266
2060.226775,75,191.736652
2051.016296,75,205.392908
2006.049377,75,206.353273
2090.390109,75,207.288447
2038.59657,75,208.24368
2034.048779,75,209.211694
1955.109382,75,210.157988
2072.795939,75,211.094693
2034.753616,75,212.051347
2037.698159,75,213.000535
2054.361718,75,213.950845
1973.914673,75,214.887359
2093.432883,75,215.861028
2074.838957,75,216.885715
2034.996472,75,217.834227
2057.475009,75,218.78266
2014.999603,75,219.733041
2086.764484,75,220.676879
2033.36286,75,221.628634
2027.578855,75,222.576067
1984.047736,75,223.526694
2007.133923,75,224.474318
2014.066394,75,225.43148
2018.792274,75,226.381386
2056.643898,75,227.334997
2106.045354,75,228.289259
2033.356236,75,229.235307
2066.237928,75,230.176567
2034.747103,75,231.125887
1946.974296,75,232.075568
2074.419497,75,233.026532
2073.919418,75,233.958233
1977.799995,75,234.911884
1999.080604,75,235.869319
2087.928013,75,236.807677
2063.699428,75,237.746551
2047.311471,75,238.699425
2053.428622,75,239.639703
2051.660914,75,240.595761
2065.186152,75,241.538777
2021.982968,75,242.491736
2034.401337,75,243.442904
2039.323276,75,244.395242
2078.042674,75,245.318265
2049.018292,75,246.251735
2021.674517,75,247.206354
2084.430114,75,248.153434
2009.166382,75,249.124646
2006.323134,75,250.101333
2008.77672,75,251.051077
2059.563421,75,252.004951
2017.755083,75,252.938233
2063.168355,75,253.890033
2045.971208,75,254.836177
1989.448799,75,255.788747
2095.85419,75,256.727995
1998.237446,75,270.504564
2034.068664,75,271.450159
2021.137156,75,272.401963
2004.414934,75,273.350254
2002.319067,75,274.300497
2052.340359,75,275.247597
2036.317745,75,276.199996
2040.396643,75,277.151873
2043.404571,75,278.10096
2079.125939,75,279.043403
2040.60017,75,279.994894
2037.906368,75,280.940861
2069.084288,75,281.892381
2050.846208,75,282.861442
2041.477661,75,283.807574
2034.41745,75,284.751999
2090.191599,75,285.706399
2064.143532,75,286.66553
2076.657807,75,287.620392
2036.275578,75,288.573098
2065.066815,75,289.554684
2050.889191,75,290.491034
2050.447752,75,291.451995
2035.786179,75,292.395524
2032.947149,75,293.372114
2054.696688,75,294.327513
1997.661816,75,295.281085
2082.49647,75,296.235557
2081.60092,75,297.18183
2092.804138,75,298.127245
2049.487688,75,299.059048
2037.201399,75,299.996016
1981.835684,75,300.945329
2009.056837,75,301.893938
2018.61018,75,302.837713
2049.026999,75,303.783799
2088.319141,75,304.732026
2063.243345,75,305.689463
2066.585965,75,306.640723
2042.111843,75,307.582557
2067.08337,75,308.535011
2014.69499,75,309.483623
1995.533703,75,310.439498
2058.485793,75,311.393265
2002.824202,75,312.344641
1996.019196,75,313.298079
2047.983888,75,314.246665
2044.492428,75,315.178703
2276.842564,75,316.40296
2030.058982,75,317.372135
2030.942974,75,318.314661
2081.064814,75,319.248354
2099.909093,75,320.190271
2036.569723,75,321.133689
2023.434416,75,322.080419
2048.474351,75,335.834656
2037.230337,75,336.791975
2034.24352,75,337.739919
2042.009857,75,338.700211
2110.801798,75,339.652748
2093.765756,75,340.598148
1989.044141,75,341.546903
2049.272178,75,342.500901
2041.767448,75,343.458699
2066.868113,75,344.403844
2016.721225,75,345.353614
2024.781354,75,346.301905
2075.282475,75,347.251496
2024.904085,75,348.186043
2047.593297,75,349.147147
2035.188669,75,350.105842
2028.196318,75,351.044237
2086.466732,75,351.985963
2034.666793,75,352.922107
2097.647594,75,353.877164
2058.25945,75,354.834847
2067.634138,75,355.782143
2012.218021,75,356.730181
2103.525616,75,357.674358
2076.61755,75,358.630827
1973.632286,75,359.578868
2028.086982,75,360.546109
