#{"t_start": 1755530691.216256, "env_id": "myoHandWheelHoldFixed-v0_left"}
r,l,t
-240.388976,75,6.901017
-240.311294,75,8.672371
-240.819694,75,10.697094
-228.780251,75,12.450615
-236.878582,75,14.301165
-229.645297,75,16.109956
-238.337689,75,17.993008
-237.104217,75,19.807313
-232.964076,75,21.660384
-234.689648,75,23.814261
-239.560995,75,25.879334
-236.048913,75,27.762638
-239.818345,75,29.673217
-234.027218,75,32.184875
-233.099795,75,34.604092
-240.272496,75,37.157391
-236.918495,75,39.593918
-233.185258,75,42.114718
-231.354819,75,44.235179
-238.987691,75,46.37244
-234.243124,75,48.316737
-235.141191,75,50.250999
-230.768328,75,52.42683
-234.542885,75,54.452333
-240.407947,75,56.700828
-237.230756,75,58.757074
-236.946446,75,60.622974
-236.779903,75,77.255338
-235.499469,75,79.510234
-237.863053,75,81.632325
-236.00238,75,83.800086
-234.878029,75,86.012532
-233.306648,75,88.470469
-237.223501,75,90.685528
-240.702655,75,92.987555
-237.212805,75,94.924338
-237.847513,75,96.914813
-234.96016,75,98.994614
-228.672393,75,101.03507
-238.444037,75,102.999563
-237.822954,75,105.105163
-244.002081,75,107.257302
-229.516841,75,110.514711
-239.23202,75,113.075085
-235.029569,75,115.535728
-231.391333,75,117.94845
-236.576856,75,120.240755
-236.840893,75,122.920688
-235.89695,75,125.093262
-233.305031,75,127.148771
-236.470984,75,130.104361
-233.721744,75,132.346659
-236.681548,75,135.109417
-234.292329,75,137.987075
-234.68517,75,154.447862
-228.857277,75,156.303239
-239.425782,75,158.239439
-238.396021,75,160.146114
-237.827944,75,162.036423
-238.170544,75,164.018999
-232.040885,75,166.140964
-238.714842,75,168.191418
-241.273552,75,170.629067
-237.911538,75,173.711342
-238.710387,75,175.937539
-235.968396,75,177.853098
-238.935991,75,179.798103
-238.617775,75,181.804232
-243.29391,75,183.911401
-238.760341,75,185.847459
-237.177949,75,187.663828
-241.947809,75,189.683891
-239.971989,75,192.739699
-235.587626,75,194.981629
-234.590854,75,197.047297
-235.708871,75,199.300681
-233.881423,75,201.109644
-231.889432,75,202.860755
-246.727285,75,204.664641
-238.174187,75,206.484363
-237.250757,75,208.238597
-235.218912,75,223.873028
-238.025679,75,225.465174
-236.002181,75,227.200595
-233.880168,75,228.997932
-238.424295,75,231.005458
-236.401847,75,232.913113
-239.697147,75,234.737704
-237.737996,75,236.467707
-238.755716,75,238.166097
-233.449775,75,239.851365
-239.70221,75,241.545455
-233.897532,75,243.211641
-236.605003,75,244.871445
-233.429063,75,246.575897
-236.810668,75,248.250621
-244.431606,75,250.006054
-235.987157,75,251.709288
-236.279796,75,253.382715
-229.530492,75,255.147771
-238.408259,75,256.868361
-238.666409,75,258.686335
-231.779692,75,260.352103
-237.30052,75,262.126259
-229.352703,75,264.096283
-239.718236,75,265.861208
-236.324443,75,267.631643
-239.2039,75,269.336402
-245.326419,75,271.049832
-241.093777,75,285.611042
-238.66446,75,287.671466
-236.102157,75,290.251324
-237.276923,75,292.024614
-231.861783,75,293.909257
-231.563508,75,295.601623
-235.858708,75,297.298582
-234.707393,75,299.116365
-243.674626,75,300.887117
-240.575947,75,302.604054
-235.723238,75,304.330857
-236.825165,75,306.100146
-237.410986,75,307.870526
-237.408658,75,309.626785
-236.610608,75,311.434315
-240.511636,75,313.560778
-234.326517,75,315.944796
-235.374417,75,318.063884
-232.075625,75,319.819503
-236.915896,75,321.524779
-232.662965,75,323.230701
-242.709617,75,325.005769
-236.574524,75,326.815933
-240.728183,75,328.722179
-198.849548,75,331.342025
-234.653448,75,333.39034
-239.096934,75,335.234215
-243.174884,75,337.068651
-242.873221,75,351.821465
-237.124295,75,353.611492
-236.218201,75,355.525725
-233.654867,75,357.446392
-241.191219,75,359.186652
-240.033941,75,360.871376
-239.337642,75,362.541804
-237.285838,75,364.236042
-237.971587,75,365.895373
-237.093226,75,367.947409
-245.456032,75,370.701485
-234.958501,75,372.805635
-239.208791,75,374.778089
-228.886438,75,376.594076
-238.049169,75,378.46992
-239.448571,75,380.445312
-236.469417,75,382.369391
-234.089244,75,384.580361
-238.345832,75,386.440065
-232.801505,75,388.157512
-233.090571,75,389.865278
-239.854833,75,391.707386
-227.501143,75,393.497057
-239.400116,75,395.315746
-241.49517,75,397.226114
-237.597737,75,399.190504
-238.41428,75,401.651427
-238.680672,75,417.031692
-238.071876,75,418.739759
-230.715721,75,420.502818
-235.451327,75,422.307401
-238.473527,75,424.079513
-233.243086,75,425.76096
-241.823374,75,427.43904
-234.829071,75,429.173489
-242.480716,75,431.372117
-248.159825,75,433.238442
-237.811137,75,435.17078
-237.849735,75,437.254077
-236.805649,75,439.183603
-236.12585,75,441.618078
-233.476376,75,443.940492
-235.158975,75,445.983738
-241.973222,75,447.804626
-239.183779,75,449.822292
-243.6424,75,451.557576
-246.557219,75,453.437953
-245.561986,75,455.259589
-239.156933,75,456.961457
-237.924923,75,458.74327
-232.190936,75,460.644848
-245.764667,75,462.428098
-242.109822,75,464.309662
-241.705837,75,466.148576
-237.30787,75,480.397842
-239.279946,75,482.004708
-241.956048,75,483.79349
-238.064801,75,485.673906
-235.395006,75,487.460385
-239.251708,75,489.482303
-238.666066,75,491.734474
-234.852195,75,493.57891
-245.363787,75,495.535237
-234.334305,75,497.381358
-244.658099,75,499.354162
-236.59615,75,501.220729
-248.660622,75,503.00815
-237.627678,75,504.69102
-246.724874,75,506.621108
-238.502414,75,508.420343
-239.11834,75,510.181222
-238.584992,75,512.024543
-235.262099,75,513.803597
-244.601416,75,515.558036
-246.774356,75,517.28475
-238.535352,75,518.991694
-240.072104,75,520.739048
-239.910428,75,522.546928
-235.817373,75,524.638694
-245.379954,75,526.512504
-247.115419,75,528.373009
-238.605026,75,530.194155
-235.534774,75,545.147184
-244.90504,75,546.855254
-246.13664,75,548.611191
-242.294031,75,550.672593
-238.512344,75,552.691643
-238.867018,75,554.58325
-244.170409,75,556.462976
-238.990228,75,558.272852
-238.126225,75,560.163815
-243.27032,75,562.062322
-232.175256,75,563.881247
-246.318722,75,565.600404
-249.594006,75,567.370783
-245.643981,75,569.111529
-240.80308,75,570.817076
-239.936258,75,572.497695
-236.190233,75,574.199554
-243.106352,75,575.848113
-241.920499,75,577.588452
-248.060179,75,579.324661
-243.146485,75,581.033282
-242.218558,75,582.783598
-236.965695,75,584.670419
-229.469811,75,586.448749
-246.60762,75,588.156619
-241.122279,75,589.935784
-247.382415,75,591.684272
-242.259009,75,605.912765
-243.19423,75,607.632079
-241.127438,75,609.867717
-246.674272,75,612.163781
-233.300022,75,614.337878
-239.988108,75,616.51965
-238.056045,75,618.351886
-235.001979,75,620.143983
-239.662087,75,621.991553
-241.878642,75,623.74119
-240.113618,75,625.463523
-249.602909,75,627.152991
-248.022816,75,629.746586
-232.498238,75,631.528378
-244.860172,75,633.426548
-242.876569,75,635.186566
-238.89358,75,636.841995
-239.630512,75,638.571349
-233.058662,75,641.186211
-244.065787,75,643.040656
-231.744148,75,644.963441
-210.374689,75,647.340914
-234.843923,75,649.185257
-241.059962,75,650.990363
-246.990168,75,652.754566
-235.964037,75,654.497634
-234.549638,75,656.201938
-239.611805,75,657.882588
-245.235304,75,673.339729
-240.052837,75,675.073667
-246.885826,75,676.834728
-239.623135,75,678.808044
-240.838926,75,680.571269
-245.615404,75,682.307819
-243.30624,75,683.999343
-241.698944,75,685.704611
-247.741357,75,687.483301
-247.055505,75,689.172986
-253.387864,75,690.832118
-240.997708,75,692.467592
-237.854412,75,694.126739
-241.597003,75,696.048294
-248.552635,75,698.405183
-237.755761,75,701.051567
-243.167086,75,704.23121
-240.83792,75,706.382886
-243.531516,75,708.639165
-250.133926,75,710.823795
-240.591828,75,712.848314
-239.696765,75,715.137101
-243.095272,75,717.250361
-236.842742,75,719.062624
-251.620755,75,720.903916
-251.203857,75,722.663755
-246.010791,75,724.488653
-240.046462,75,743.409069
-250.409561,75,745.290521
-241.90682,75,747.174235
-244.917889,75,748.960795
-245.671101,75,750.756793
-239.838483,75,752.520291
-247.469537,75,754.310722
-240.563276,75,756.08794
-245.687701,75,758.001995
-248.437988,75,760.001371
-247.028135,75,762.170693
-243.988813,75,764.079712
-249.047603,75,765.986187
-240.186363,75,767.916092
-244.902503,75,769.638954
-239.238325,75,771.410712
-243.432843,75,773.364749
-237.391339,75,775.516161
-243.259423,75,777.314103
-241.349938,75,779.096202
-240.500514,75,780.8607
-242.506698,75,782.978429
-249.821392,75,784.841999
-238.159103,75,786.742023
-239.328127,75,788.66305
-248.057295,75,791.297823
-240.556545,75,793.411528
-241.95622,75,795.472162
-241.016262,75,809.596567
-247.219133,75,811.403553
-244.714158,75,813.562007
-244.66659,75,815.316307
-243.698456,75,817.068828
-239.498908,75,819.568926
-244.748454,75,821.263973
-248.650768,75,822.951576
-247.816671,75,824.70053
-242.215157,75,826.475696
-248.196471,75,828.924877
-242.446514,75,830.957476
-243.412247,75,832.994745
-241.639996,75,834.774206
-238.474135,75,836.623964
-248.128731,75,838.41762
-242.549798,75,840.302954
-242.729466,75,842.024416
-247.269967,75,843.708692
-242.561311,75,845.43418
-248.188817,75,847.160024
-248.790719,75,849.285147
-255.863598,75,851.498813
-229.03381,75,853.277625
-242.283089,75,855.037361
-243.379346,75,856.830695
-253.87191,75,858.498496
-240.842323,75,873.308796
-241.10921,75,875.234251
-245.78014,75,876.994751
-246.091812,75,878.874397
-241.332407,75,880.813112
-245.035539,75,882.596688
-247.541458,75,884.312603
-242.222311,75,886.0066
-254.027024,75,887.753669
-242.204631,75,889.388617
-243.444661,75,891.158816
-241.440061,75,892.797422
-249.885064,75,894.413754
-246.750751,75,896.017983
-241.037715,75,897.627613
-247.477647,75,899.236336
-250.640676,75,900.86233
-244.581107,75,902.469726
-251.967309,75,904.263546
-239.902195,75,906.237449
-247.636372,75,908.10878
-254.640644,75,910.289121
-251.752241,75,912.191357
-237.674338,75,914.022471
-243.454115,75,915.744394
-248.652451,75,917.682044
-242.168657,75,919.397696
-247.59015,75,934.536461
-248.560968,75,936.72485
-247.463503,75,938.912581
-237.645953,75,941.52233
-253.375554,75,943.423835
-248.695052,75,945.127502
-250.057158,75,946.825661
-244.47432,75,948.444069
-244.903401,75,950.163908
-247.26798,75,951.781125
-241.823029,75,953.545997
-239.574592,75,955.44685
-238.563487,75,957.13303
-245.460431,75,958.792322
-245.031033,75,960.441206
-251.545633,75,962.078415
-248.942412,75,963.666103
-251.017325,75,965.262081
-221.766361,75,967.546516
-247.112986,75,969.506802
-242.642505,75,971.386101
-234.899927,75,973.137775
-244.076726,75,976.536069
-249.906806,75,979.674579
-249.678743,75,982.205003
-249.414662,75,984.04877
-247.675808,75,986.073954
-251.560822,75,987.959412
-248.624853,75,1001.941127
-250.414498,75,1003.723
-251.335307,75,1005.75737
-254.373109,75,1007.452988
-252.310217,75,1009.114576
-247.178835,75,1010.799683
-248.832635,75,1012.446349
-247.865089,75,1014.107874
-242.655052,75,1015.79446
-244.676241,75,1017.465077
-245.890088,75,1019.081873
-237.461912,75,1021.193205
-254.801222,75,1023.090105
-249.943114,75,1024.896848
-252.746775,75,1026.593859
-251.890611,75,1028.26821
-248.671855,75,1030.07254
-248.938692,75,1031.986902
-245.830171,75,1034.366009
-249.915695,75,1036.816632
-247.374582,75,1039.210328
-240.073226,75,1041.167091
-248.899055,75,1042.827719
-244.448536,75,1044.544959
-258.28304,75,1046.370795
-247.503501,75,1048.105104
-244.795583,75,1049.864279
-250.532612,75,1064.347631
-252.632581,75,1065.971553
-244.671509,75,1067.779324
-252.634904,75,1069.513629
-239.68551,75,1071.262793
-251.001453,75,1072.941483
-240.908892,75,1074.799386
-240.211615,75,1076.486788
-247.7084,75,1078.128723
-250.980776,75,1079.776867
-247.447104,75,1081.523774
-241.155356,75,1083.276142
-244.880241,75,1084.980432
-246.589697,75,1086.656797
-243.342661,75,1088.351949
-252.725579,75,1090.125986
-238.564551,75,1091.813271
-248.681503,75,1093.836282
-236.318694,75,1095.984847
-248.923811,75,1097.826887
-245.558937,75,1099.497645
-247.518914,75,1101.18198
-236.873773,75,1102.829161
-242.442047,75,1104.627785
-247.595379,75,1106.42192
-253.077217,75,1108.112289
-248.735998,75,1109.763157
-247.716532,75,1111.591723
-248.002699,75,1125.532611
-242.125249,75,1127.317022
-245.54809,75,1129.136285
-243.993272,75,1131.016807
-242.553965,75,1132.76355
-248.774442,75,1134.494192
-242.042579,75,1136.251384
-235.69204,75,1137.899614
-244.410509,75,1139.519278
-238.360215,75,1141.717527
-237.226827,75,1143.479671
-251.602235,75,1145.088423
-238.779293,75,1147.044579
-245.411341,75,1148.783182
-246.862924,75,1150.931291
-246.172846,75,1152.883054
-245.318511,75,1154.757647
-254.429761,75,1156.567878
-247.2886,75,1158.554273
-244.563909,75,1161.80515
-245.512322,75,1164.431111
-235.121375,75,1166.231749
