#{"t_start": 1756146899.6162758, "env_id": "myoHandWheelHoldFixed-v0"}
r,l,t
1991.219317,75,1.841992
1981.414712,75,2.584273
1974.18073,75,3.424374
1999.551368,75,4.211111
1996.437371,75,5.02653
1973.220068,75,5.834653
1963.399969,75,6.879157
2026.443613,75,7.895209
1945.096628,75,8.902487
1950.891858,75,9.925733
1947.929998,75,10.964593
2021.720568,75,11.991711
1924.944101,75,12.999344
1955.234318,75,14.016647
1993.050605,75,15.044441
1998.924011,75,16.068519
1916.882931,75,17.072608
1917.427135,75,18.072747
1968.92285,75,19.07034
1962.732062,75,20.122698
1979.105286,75,21.160263
1874.752318,75,22.168715
1989.873472,75,23.177496
1973.157519,75,24.179541
1970.624711,75,25.180823
1997.381892,75,26.192693
1957.021496,75,27.201907
2034.177597,75,28.224623
1989.096709,75,29.247848
1945.736876,75,30.277947
1989.108606,75,31.340717
2022.360049,75,32.397704
1984.226201,75,33.41962
2059.422264,75,34.438967
1905.284335,75,35.437792
1965.094846,75,36.497097
1994.016044,75,37.519139
1948.97454,75,38.515255
1987.241947,75,39.520188
2010.234956,75,40.513375
1975.88584,75,41.513159
1972.429233,75,42.517479
1987.020244,75,43.520782
1961.540174,75,44.521849
1972.568291,75,45.513494
2025.36629,75,46.495871
2010.141911,75,47.493471
1964.452933,75,48.490878
1951.711662,75,49.48073
1955.030724,75,50.496698
1969.223429,75,51.518561
2048.082216,75,52.527
1969.000433,75,53.554933
2021.809854,75,54.570345
2002.083086,75,71.618369
1986.841539,75,72.63324
1970.619896,75,73.631578
1979.913676,75,74.640487
1999.524299,75,75.64328
2030.345085,75,76.650586
1978.8725,75,77.639359
2011.893264,75,78.632698
1970.469892,75,79.68746
2044.816908,75,80.738318
2033.09103,75,81.748276
1999.387976,75,82.769702
1993.86894,75,83.772318
2022.27414,75,84.767589
1993.878524,75,85.75181
2007.239151,75,86.754241
1969.963165,75,87.755343
2025.380274,75,88.772723
2045.17941,75,89.766873
1994.507141,75,90.779692
2003.63097,75,91.793866
2011.781267,75,92.824488
1961.510922,75,93.815894
2001.860261,75,94.798017
2038.825644,75,95.800355
2043.940248,75,96.8085
2011.508084,75,97.887412
2014.95928,75,98.875224
2025.440417,75,99.875767
1980.993562,75,100.929286
2036.489877,75,101.939291
2008.849221,75,102.939401
2008.31589,75,103.934146
2012.469566,75,104.940066
1973.069553,75,105.934347
2032.120156,75,106.932444
1999.003911,75,107.929461
2014.13542,75,108.938412
1981.550871,75,109.942463
2033.394775,75,110.960677
1967.313323,75,111.987435
1932.401137,75,113.033063
2007.40458,75,114.046469
2014.180947,75,115.079157
1981.455729,75,116.103083
1990.355533,75,117.121447
1982.274121,75,118.124188
1961.861773,75,119.142331
2025.676506,75,120.153888
2019.383299,75,121.184617
2038.098508,75,122.189805
2026.874161,75,123.229007
1960.524638,75,124.292849
2009.177444,75,125.307508
2004.670708,75,126.327582
2005.206204,75,140.028579
2041.000549,75,140.985358
1989.395821,75,141.937507
1984.394665,75,142.879858
2006.825332,75,143.836969
2042.051656,75,144.776904
2008.031402,75,145.729575
2049.519778,75,146.663504
2037.544451,75,147.602412
2052.935379,75,148.558466
2044.59126,75,149.518661
2013.351034,75,150.4699
1975.660963,75,151.434208
2050.456996,75,152.420522
1973.185073,75,153.373967
2011.551488,75,154.300305
2027.268674,75,155.247403
1983.455108,75,156.208112
1995.867099,75,157.161212
2022.427233,75,158.131712
1985.408779,75,159.098219
1993.144418,75,160.053229
1983.061395,75,161.009181
1998.43898,75,161.954449
2253.353327,75,163.168811
1935.439733,75,164.22617
2057.363162,75,165.17993
2026.503558,75,166.131937
2025.88501,75,167.079384
1993.162989,75,168.014765
2017.873262,75,168.95953
2001.384438,75,169.911113
2034.594503,75,170.860592
2029.045885,75,171.80643
1993.430209,75,172.750114
1952.905216,75,173.70882
2037.199132,75,174.655981
2000.479809,75,175.606829
2012.303008,75,176.559194
2065.502738,75,177.50728
2003.881251,75,178.450789
1993.46076,75,179.380828
2038.370917,75,180.345586
1980.081321,75,181.310907
2023.740623,75,182.266567
2003.799558,75,183.213803
2030.458803,75,184.164553
2038.772856,75,185.11258
1926.733897,75,186.065307
2006.135657,75,187.001811
2022.046832,75,187.942647
2002.203988,75,188.895016
2010.178807,75,189.841016
2029.969776,75,190.776784
2050.549654,75,191.739165
2022.943625,75,205.402425
2003.411621,75,206.357788
2052.636663,75,207.29296
1989.625501,75,208.250193
1939.690102,75,209.217211
1969.897445,75,210.161502
2042.857866,75,211.103247
2083.39284,75,212.051865
2043.118981,75,213.005054
2048.745593,75,213.953359
2045.748108,75,214.888878
2077.373482,75,215.863555
2086.523361,75,216.890229
2056.884822,75,217.838742
2064.177438,75,218.787163
1981.569307,75,219.738557
1988.307837,75,220.681393
2057.558299,75,221.633146
2029.55089,75,222.584577
2030.809356,75,223.526208
1997.701622,75,224.476837
2008.286704,75,225.440991
2020.57593,75,226.385894
1993.746558,75,227.344511
1987.195721,75,228.296772
2024.387942,75,229.241821
2049.072726,75,230.178082
2030.754271,75,231.130396
2047.366186,75,232.080076
1943.696175,75,233.029049
2026.528525,75,233.965755
2091.316206,75,234.922407
2035.693018,75,235.868839
2052.145308,75,236.810192
1990.30439,75,237.751068
2035.194852,75,238.699935
2029.777253,75,239.644219
1950.164512,75,240.603279
1982.147305,75,241.539286
2055.382324,75,242.492246
2051.336495,75,243.44842
2048.020558,75,244.400758
2035.202134,75,245.321783
1986.291304,75,246.256263
2034.123859,75,247.21187
1990.26404,75,248.153184
2048.349754,75,249.13216
2011.809066,75,250.106849
2029.698999,75,251.054588
2011.668326,75,252.010467
1987.481215,75,252.937745
1997.580071,75,253.89055
1984.46647,75,254.843681
1966.254234,75,255.793263
2016.623273,75,256.732503
2029.577087,75,270.504451
2088.393928,75,271.457675
