#{"t_start": 1755530694.760146, "env_id": "myoHandWheelHoldFixed-v0_left"}
r,l,t
-236.485907,75,3.355758
-235.07359,75,5.127353
-235.428187,75,7.168155
-237.889683,75,8.916242
-234.30383,75,10.769081
-240.076413,75,12.554126
-235.235886,75,14.461008
-231.238924,75,16.290417
-239.919301,75,18.137372
-237.176773,75,20.290489
-239.514622,75,22.346041
-232.023756,75,24.228068
-236.271442,75,26.140229
-237.704758,75,28.643675
-237.943738,75,31.075118
-233.770902,75,33.600836
-235.621141,75,36.079655
-232.716446,75,38.584074
-235.996542,75,40.712737
-234.850768,75,42.843138
-232.496437,75,44.79031
-229.984912,75,46.719943
-234.941108,75,48.900431
-238.454293,75,50.926133
-234.377161,75,53.155286
-232.788822,75,55.221714
-237.31059,75,57.088495
-242.502724,75,73.721381
-238.328811,75,75.971342
-233.732756,75,78.089023
-239.020609,75,80.270781
-235.523358,75,82.45715
-234.629978,75,84.92194
-237.922015,75,87.139684
-235.861632,75,89.458943
-241.885932,75,91.399243
-232.723323,75,93.373589
-236.60519,75,95.461144
-238.446822,75,97.503606
-241.342486,75,99.466784
-241.830903,75,101.551048
-232.411331,75,103.826961
-242.432782,75,106.977091
-240.290459,75,109.535788
-236.566603,75,111.987524
-230.480708,75,114.40399
-230.188662,75,116.707464
-233.022895,75,119.405344
-235.017702,75,121.56122
-236.935598,75,123.589161
-235.43243,75,126.494022
-238.070721,75,128.796695
-237.791539,75,131.600575
-231.647012,75,134.455988
-237.609854,75,150.915597
-237.572693,75,152.771691
-236.94257,75,154.685511
-234.627409,75,156.613323
-234.063633,75,158.49992
-236.428873,75,160.48568
-237.387,75,162.610469
-238.722277,75,164.66231
-245.454689,75,167.191271
-241.251699,75,170.155368
-240.890736,75,172.41898
-240.675133,75,174.320635
-239.301243,75,176.278142
-234.222952,75,178.284235
-236.402857,75,180.387426
-228.704508,75,182.293874
-238.244789,75,184.133422
-236.487426,75,186.15316
-240.352208,75,189.180749
-235.494853,75,191.444905
-238.569589,75,193.515287
-231.414033,75,195.770741
-240.317155,75,197.56164
-234.980199,75,199.334938
-236.396608,75,201.134686
-226.893401,75,202.956949
-241.680774,75,204.691405
-240.821753,75,220.34367
-236.868252,75,221.932222
-239.988328,75,223.666508
-238.822079,75,225.470997
-235.417009,75,227.448964
-240.731071,75,229.391783
-235.843428,75,231.204901
-234.529918,75,232.935979
-239.961287,75,234.633116
-238.739025,75,236.320388
-237.226251,75,238.019024
-241.945931,75,239.680761
-237.00611,75,241.338615
-241.539067,75,243.044733
-233.763266,75,244.724941
-235.071944,75,246.480713
-232.647204,75,248.180443
-244.786207,75,249.847672
-234.194909,75,251.620815
-240.169466,75,253.332594
-235.268826,75,255.127156
-235.898751,75,256.826921
-236.307258,75,258.596307
-234.487481,75,260.575596
-234.701528,75,262.325835
-240.384435,75,264.100084
-230.073979,75,265.806581
-237.691372,75,267.525788
-242.169702,75,282.086343
-237.337094,75,284.137176
-231.574443,75,286.72187
-241.128567,75,288.49373
-241.46419,75,290.372746
-235.364791,75,292.06922
-242.152843,75,293.770938
-236.919856,75,295.587358
-235.566354,75,297.351972
-239.903544,75,299.082013
-237.702269,75,300.798319
-236.073794,75,302.581141
-241.071381,75,304.340588
-240.351527,75,306.100076
-235.843823,75,307.908726
-236.715868,75,310.033211
-239.01974,75,312.419453
-242.419075,75,314.520326
-236.630365,75,316.28308
-231.786077,75,317.996567
-233.090639,75,319.700842
-235.66228,75,321.477123
-237.206349,75,323.29152
-236.396022,75,325.188649
-198.849548,75,327.809853
-238.657348,75,329.849757
-238.759504,75,331.70317
-234.890828,75,333.542047
-238.899785,75,348.294274
-242.873469,75,350.087388
-228.89065,75,351.993574
-244.018711,75,353.926763
-235.076408,75,355.66488
-240.873756,75,357.318966
-240.680309,75,359.011199
-244.486098,75,360.698921
-244.434236,75,362.36329
-242.18264,75,364.372439
-241.606372,75,367.143289
-239.733415,75,369.250062
-243.725364,75,371.24945
-241.261165,75,373.062534
-238.546834,75,374.925288
-234.412042,75,376.915899
-239.437,75,378.840499
-235.065968,75,381.054872
-244.060178,75,382.908454
-240.406474,75,384.62741
-246.501124,75,386.33082
-240.891648,75,388.179236
-236.036291,75,389.967874
-243.608444,75,391.779306
-238.920471,75,393.700595
-241.624513,75,395.657542
-237.600047,75,398.112491
-239.326099,75,413.497696
-238.945587,75,415.209063
-239.832106,75,416.943875
-237.657667,75,418.780727
-235.70269,75,420.557445
-234.900584,75,422.216982
-235.779843,75,423.908051
