#{"t_start": 1756146899.6227934, "env_id": "myoHandWheelHoldFixed-v0"}
r,l,t
1998.205915,75,1.835474
2003.381615,75,2.576752
1986.394399,75,3.417856
1975.045393,75,4.204593
2014.14466,75,5.020012
2001.693036,75,5.830136
1988.149164,75,6.871644
2012.019523,75,7.887664
2034.636402,75,8.89597
1968.634592,75,9.921213
1996.926672,75,10.959071
2009.590713,75,11.983024
1999.249657,75,12.987812
1943.765023,75,14.009123
2002.861749,75,15.042933
1990.633388,75,16.062001
1969.914699,75,17.063578
1992.010442,75,18.060524
1984.120865,75,19.064884
1948.94816,75,20.116181
1922.434582,75,21.155249
1907.282438,75,22.166724
1900.952406,75,23.170978
1998.466587,75,24.170484
2011.518234,75,25.179036
1980.684202,75,26.182664
2028.59845,75,27.196405
1921.143242,75,28.217571
2003.039446,75,29.242335
1964.592885,75,30.274406
2004.579531,75,31.332198
1975.265902,75,32.389182
1951.317306,75,33.411596
2020.069005,75,34.426381
1978.769359,75,35.43028
2003.923216,75,36.497559
2012.690453,75,37.512621
1992.906444,75,38.508737
1901.488999,75,39.516208
1943.096308,75,40.506857
1979.041071,75,41.506641
2025.651095,75,42.51196
2078.127,75,43.513261
2017.263238,75,44.51735
1960.113352,75,45.503453
2002.635772,75,46.494353
1956.65229,75,47.482407
2003.369154,75,48.485905
1955.134941,75,49.479948
2020.596191,75,50.494187
1968.930314,75,51.508486
1924.880928,75,52.5235
2058.514981,75,53.548415
1942.427324,75,54.567357
1979.169864,75,71.605817
2016.813825,75,72.622193
2015.249081,75,73.630591
1979.265467,75,74.641546
2014.544561,75,75.639785
1995.539718,75,76.644069
1981.957209,75,77.63384
2014.458882,75,78.628335
1985.569077,75,79.680942
2011.898493,75,80.727557
1987.407989,75,81.740758
1988.702731,75,82.768255
1944.903944,75,83.767812
1952.977719,75,84.763077
2033.311735,75,85.746778
2012.929466,75,86.744693
2037.814226,75,87.746813
1964.705425,75,88.770268
2025.377191,75,89.757223
1954.498172,75,90.769178
2025.329742,75,91.787348
1967.294656,75,92.820731
2006.717997,75,93.811377
2033.020404,75,94.7935
2008.502658,75,95.79266
2013.04275,75,96.799976
1978.544955,75,97.880894
1991.414431,75,98.870708
1939.308939,75,99.867257
1985.830889,75,100.917774
1971.602787,75,101.935879
2009.187125,75,102.92889
2051.534298,75,103.925587
2014.697477,75,104.937575
2032.339002,75,105.927829
2022.077074,75,106.926941
2016.327125,75,107.929932
1998.748599,75,108.938161
1987.010422,75,109.934925
2009.265134,75,110.949351
1997.348691,75,111.977919
2030.508745,75,113.030563
1949.400176,75,114.04417
2052.276034,75,115.064867
2032.533203,75,116.096565
1938.34119,75,117.112418
1923.76386,75,118.12162
1989.154885,75,119.135813
2001.315489,75,120.145358
1950.727797,75,121.173566
1985.213204,75,122.178107
1958.552726,75,123.220113
2062.423404,75,124.289354
2038.269767,75,125.296977
1975.169773,75,126.324067
2002.700036,75,140.027058
2047.748357,75,140.974826
2037.73154,75,141.931992
2061.683722,75,142.868346
1990.757177,75,143.83245
2051.627139,75,144.777132
1994.313396,75,145.72106
2022.680474,75,146.655985
2052.648288,75,147.601895
1994.57465,75,148.557613
2007.344813,75,149.513152
2012.618729,75,150.463382
1995.646672,75,151.422111
1967.499803,75,152.416011
2012.266992,75,153.371445
1944.043171,75,154.290274
2050.78714,75,155.240885
1989.354346,75,156.196579
2012.916444,75,157.152698
1984.597107,75,158.126194
2058.756393,75,159.091701
2025.841042,75,160.046711
2047.235895,75,161.003689
2046.646418,75,161.943921
2253.353327,75,163.162293
2042.77457,75,164.224648
2020.440733,75,165.175415
2006.023687,75,166.125935
2039.098108,75,167.073872
2067.147857,75,168.01326
1999.94519,75,168.956009
2004.725848,75,169.905596
2041.853524,75,170.859078
2050.460909,75,171.795893
1992.64993,75,172.744606
2019.977607,75,173.69829
2013.884367,75,174.64851
2019.088375,75,175.606301
1983.460176,75,176.548674
2030.001415,75,177.497764
2016.592952,75,178.441275
2042.352443,75,179.37531
2073.953284,75,180.339069
1977.961212,75,181.300407
2024.955666,75,182.26106
1984.93903,75,183.203292
2016.845877,75,184.155036
2007.037981,75,185.110063
1988.699127,75,186.054797
1969.477487,75,186.996316
2001.502384,75,187.938133
2044.849858,75,188.883507
2025.653662,75,189.829487
2048.282148,75,190.775264
1994.420001,75,191.7301
2018.603684,75,205.395907
2062.810147,75,206.355471
2053.660008,75,207.287445
2028.119394,75,208.239685
2051.706107,75,209.205684
2035.57765,75,210.156986
2054.87524,75,211.093691
2062.616309,75,212.050345
2015.210846,75,212.99554
2046.133057,75,213.947844
2047.248409,75,214.88236
2039.955911,75,215.858026
2032.185428,75,216.888719
2005.292951,75,217.834224
1997.271013,75,218.783652
2035.409353,75,219.738419
2044.503378,75,220.678877
2043.871642,75,221.631626
2050.875143,75,222.578059
2032.13252,75,223.520691
2003.131106,75,224.469315
2027.467126,75,225.429476
1984.242355,75,226.384378
2074.788683,75,227.333996
2018.806079,75,228.287256
2066.129139,75,229.235303
1981.463295,75,230.172564
2038.092449,75,231.127881
2005.427948,75,232.079557
2019.67461,75,233.021529
2011.915243,75,233.961238
1992.875289,75,234.91589
2029.917835,75,235.862321
2013.362256,75,236.806676
2055.268972,75,237.743552
1958.116776,75,238.694417
2041.743668,75,239.638702
2057.054374,75,240.592762
2052.514472,75,241.537776
2035.284637,75,242.490734
1959.749531,75,243.441903
2036.208457,75,244.39024
2020.592642,75,245.319265
2017.891222,75,246.252734
2036.528034,75,247.201358
2030.246761,75,248.151378
1992.805431,75,249.122645
2054.107466,75,250.096358
1976.877272,75,251.049076
2072.702162,75,251.99995
2043.746126,75,252.936231
2020.774383,75,253.889032
2017.253866,75,254.831168
2010.010531,75,255.787745
1983.402441,75,256.731985
2070.635456,75,270.497933
2087.590648,75,271.449157
2033.954404,75,272.401963
2041.687412,75,273.352387
1966.217097,75,274.298499
2109.137075,75,275.245595
2035.454375,75,276.204986
2068.241121,75,277.147861
2051.526395,75,278.097963
2056.136619,75,279.041404
2063.806601,75,279.988894
2038.150903,75,280.943857
2061.183337,75,281.890364
2013.216892,75,282.86044
2068.570522,75,283.80757
1997.241491,75,284.754004
2048.704703,75,285.704392
1976.655323,75,286.664529
2069.045388,75,287.614398
2075.172697,75,288.576099
2053.874036,75,289.548679
2056.319833,75,290.494556
2075.471089,75,291.45399
2079.622225,75,292.39652
2066.529456,75,293.366495
1988.484093,75,294.327017
2074.09504,75,295.281084
2034.374144,75,296.230555
2045.586442,75,297.182827
2046.107849,75,298.123243
1999.432213,75,299.061041
2056.540137,75,299.995014
2033.770942,75,300.944327
2026.969841,75,301.888937
2024.513398,75,302.838715
2080.845989,75,303.779784
2048.903856,75,304.732587
2041.320223,75,305.691461
2064.164003,75,306.642716
2021.930913,75,307.577573
1989.099856,75,308.529396
2021.700075,75,309.487617
2056.776222,75,310.438497
2031.668933,75,311.396253
2001.755028,75,312.347657
2021.166835,75,313.303069
2080.839645,75,314.247672
2019.486067,75,315.182696
2276.842564,75,316.397953
2016.539691,75,317.370133
2035.479496,75,318.306652
1966.516039,75,319.248867
2071.232968,75,320.18927
2048.458315,75,321.132688
2044.340011,75,322.082414
2046.546225,75,335.835183
2073.874147,75,336.792968
2114.02281,75,337.738918
2092.817383,75,338.703201
2087.868043,75,339.651747
2053.741243,75,340.599231
2021.911848,75,341.544897
2024.231239,75,342.503899
2021.362562,75,343.456699
2090.937309,75,344.402843
2046.075992,75,345.352612
2035.329215,75,346.297688
2033.72681,75,347.250495
2033.02154,75,348.190042
2042.894566,75,349.146146
2054.232891,75,350.10032
2109.689671,75,351.039235
2050.971131,75,351.989952
2018.432711,75,352.921105
2046.56832,75,353.871569
2049.55642,75,354.833846
2036.063633,75,355.781141
2045.995131,75,356.72815
2087.430787,75,357.673356
2080.525514,75,358.623933
2018.651109,75,359.577866
2023.095764,75,360.547082
2073.115377,75,361.555207
2056.863417,75,362.504506
2060.566338,75,363.465715
2102.463802,75,364.416382
1994.973702,75,365.358512
1966.544265,75,366.294755
2031.529676,75,367.241191
2007.237224,75,368.165771
2012.556145,75,369.105308
2080.471593,75,370.04748
2040.26282,75,370.999966
2053.563718,75,371.944845
2026.274676,75,372.885091
2045.172981,75,373.831342
2036.347037,75,374.787096
2003.192158,75,375.713911
2015.612668,75,376.672339
2030.384139,75,377.627635
2064.638008,75,378.588596
2036.828629,75,379.529045
2043.690739,75,380.474292
2054.662051,75,381.432161
2048.939161,75,382.375769
2066.573589,75,383.315008
2073.265871,75,384.256016
2081.859345,75,385.202819
