#{"t_start": 1755530694.68364, "env_id": "myoHandWheelHoldFixed-v0_left"}
r,l,t
-232.242411,75,3.431401
-232.684524,75,5.208319
-241.070782,75,7.238329
-240.830185,75,9.008469
-240.240106,75,10.847699
-229.868518,75,12.627702
-234.169466,75,14.527827
-238.412958,75,16.34492
-235.864358,75,18.206364
-237.92874,75,20.35316
-230.535616,75,22.420653
-236.224671,75,24.306241
-228.144096,75,26.226322
-235.838434,75,28.723247
-233.366692,75,31.153575
-238.632458,75,33.660034
-235.830491,75,36.124651
-238.220066,75,38.659992
-238.101256,75,40.768619
-234.060055,75,42.916957
-233.904732,75,44.85975
-231.573049,75,46.785511
-236.560209,75,48.968693
-231.952012,75,51.001667
-232.969852,75,53.221941
-236.759162,75,55.311731
-234.006339,75,57.165001
-238.427238,75,73.797217
-233.868582,75,76.032489
-233.71888,75,78.166392
-231.749397,75,80.348412
-234.103037,75,82.533911
-240.006452,75,85.006041
-238.887052,75,87.196065
-229.251086,75,89.50823
-234.598177,75,91.47674
-235.160087,75,93.442566
-239.236736,75,95.539652
-239.401046,75,97.596122
-240.216339,75,99.531455
-234.892003,75,101.650045
-238.151576,75,103.863952
-236.379539,75,107.057371
-232.291059,75,109.595166
-237.882421,75,112.069719
-233.836279,75,114.491307
-235.78756,75,116.774276
-235.648942,75,119.47041
-239.536761,75,121.637153
-234.003401,75,123.684751
-234.102413,75,126.612817
-231.345325,75,128.865559
-228.966165,75,131.657041
-234.455238,75,134.531396
-241.396361,75,150.992282
-242.167496,75,152.846436
-243.114173,75,154.763247
-234.279304,75,156.67993
-239.903829,75,158.560946
-235.660391,75,160.562454
-232.746176,75,162.685064
-233.805635,75,164.735341
-238.420461,75,167.160605
-235.973524,75,170.235203
-239.513891,75,172.480554
-235.49394,75,174.397857
-244.368875,75,176.337573
-236.992077,75,178.362257
-237.747583,75,180.445709
-240.36163,75,182.37686
-237.230879,75,184.209501
-241.137121,75,186.216221
-237.145518,75,189.250934
-231.445546,75,191.513857
-242.125389,75,193.58492
-233.342333,75,195.840699
-234.438247,75,197.637345
-235.608911,75,199.407232
-231.989884,75,201.210179
-242.949398,75,203.019578
-233.833911,75,204.753843
-233.700863,75,220.416105
-240.678976,75,222.007141
-242.792246,75,223.741265
-243.653554,75,225.545063
-228.554988,75,227.522984
-236.673914,75,229.455268
-239.279539,75,231.290966
-230.29493,75,233.01028
-237.425149,75,234.703167
-241.158969,75,236.383742
-231.436548,75,238.092145
