#{"t_start": 1756146899.6192744, "env_id": "myoHandWheelHoldFixed-v0"}
r,l,t
1972.109244,75,1.838994
1984.080618,75,2.581274
2011.186797,75,3.422377
2006.044572,75,4.208112
2011.246692,75,5.023531
1932.19718,75,5.827121
1967.140529,75,6.874163
1993.572237,75,7.893195
2015.554763,75,8.90252
1918.35772,75,9.919702
2065.819941,75,10.95805
2001.230558,75,11.980763
1962.905114,75,12.991331
1990.892305,75,14.016828
2007.65208,75,15.049953
1977.790169,75,16.066514
1950.673645,75,17.067097
1905.085806,75,18.068234
2010.943267,75,19.067341
1967.033922,75,20.1197
1956.219908,75,21.16215
1963.15822,75,22.166706
1930.207395,75,23.176516
2012.173177,75,24.180062
2033.712594,75,25.182555
2008.190022,75,26.186183
2021.010159,75,27.199924
1969.243115,75,28.220548
1946.534688,75,29.249348
1982.652827,75,30.273923
2028.910246,75,31.344269
1985.679891,75,32.393707
1928.267714,75,33.414113
2047.012394,75,34.427368
1916.324555,75,35.434793
1962.21448,75,36.495096
1962.539014,75,37.517138
1937.410671,75,38.515259
1961.164169,75,39.51719
2029.713077,75,40.51239
2002.313623,75,41.51016
1951.577705,75,42.517722
1977.305819,75,43.517783
1915.044921,75,44.520869
1925.701731,75,45.506972
2017.239137,75,46.494873
1955.856394,75,47.485926
1944.592462,75,48.490923
1999.884058,75,49.476739
2053.915587,75,50.49671
1973.371442,75,51.513526
1991.197406,75,52.526016
1973.542874,75,53.547879
2001.945405,75,54.573904
1947.19032,75,71.61537
2005.182681,75,72.626714
1986.297677,75,73.633104
1928.11694,75,74.64255
1950.016554,75,75.640281
2007.271336,75,76.647588
1975.746196,75,77.633358
1987.240113,75,78.628665
2010.371394,75,79.68848
1998.534021,75,80.734794
2046.273677,75,81.741278
2025.355852,75,82.765698
2044.188068,75,83.769319
1955.172384,75,84.766597
2043.827027,75,85.753989
1970.535372,75,86.746701
1987.639325,75,87.749336
2021.378076,75,88.770743
2008.692766,75,89.758113
2023.581725,75,90.772697
1987.193411,75,91.790867
1967.57072,75,92.823037
2042.424588,75,93.814896
2021.140611,75,94.793016
2009.056065,75,95.798371
1990.45176,75,96.809212
1945.412661,75,97.889955
2064.887437,75,98.876224
2020.141781,75,99.870776
2024.489285,75,100.92229
1942.736964,75,101.936292
1999.614948,75,102.935404
2075.410921,75,103.930126
2004.391251,75,104.940092
1943.412189,75,105.931348
1972.326869,75,106.935456
2044.450024,75,107.933451
2017.859658,75,108.940676
2029.258691,75,109.938444
2013.310601,75,110.95287
2009.703342,75,111.983439
1986.193873,75,113.032082
1978.202242,75,114.047689
1980.655171,75,115.074023
2050.864983,75,116.100085
2012.955103,75,117.116938
2000.165914,75,118.12119
2020.958042,75,119.14372
2031.624025,75,120.148877
1931.24155,75,121.182616
1991.840996,75,122.183819
1940.132611,75,123.226009
1965.864611,75,124.288842
1957.222912,75,125.30551
1990.579248,75,126.326583
1964.311521,75,140.030577
2005.572623,75,140.982359
1998.372268,75,141.936507
2082.877517,75,142.876859
2007.33832,75,143.831975
2043.850904,75,144.780651
2032.447968,75,145.723582
2047.535075,75,146.655519
1988.219807,75,147.604417
1994.479747,75,148.560132
1999.288028,75,149.520673
2015.170451,75,150.472897
1992.130432,75,151.43121
1975.010231,75,152.41953
2088.458508,75,153.371965
2008.315166,75,154.294804
2014.649032,75,155.250404
1979.774364,75,156.201105
2022.809982,75,157.157225
2024.739416,75,158.124715
1987.584096,75,159.09522
2045.914262,75,160.054236
2030.836462,75,161.006182
2009.253363,75,161.94744
2253.353327,75,163.161813
1945.971469,75,164.227167
2028.729347,75,165.177931
2022.515461,75,166.129971
2044.274022,75,167.081388
1901.778376,75,168.016779
2068.536416,75,168.960526
1981.809646,75,169.913545
2035.828935,75,170.863594
1980.862106,75,171.804428
2037.915272,75,172.751118
2027.90213,75,173.706821
2000.23932,75,174.652029
1936.903802,75,175.60982
2061.48983,75,176.554194
1976.410316,75,177.506277
2024.200089,75,178.446802
1923.348953,75,179.374842
2036.67189,75,180.337572
2012.954013,75,181.307909
2009.368802,75,182.26557
2059.168702,75,183.20781
1976.087824,75,184.159554
2023.061122,75,185.114595
2054.243058,75,186.059318
1930.019033,75,186.999835
1999.046675,75,187.941652
2052.373897,75,188.887026
2015.343935,75,189.834022
2028.162174,75,190.773786
2007.790117,75,191.733619
2042.289951,75,205.399426
2016.195458,75,206.35579
2019.995819,75,207.290964
2076.596069,75,208.247194
2074.614833,75,209.210198
2006.357471,75,210.15952
2091.155249,75,211.098219
2088.362561,75,212.049862
2040.368118,75,212.999059
2027.613381,75,213.952369
1984.197279,75,214.88588
2060.503866,75,215.861545
2006.960709,75,216.891233
2030.013,75,217.836745
2034.005908,75,218.788172
2040.918527,75,219.741938
2005.891423,75,220.682396
2020.813622,75,221.636147
1999.591552,75,222.578584
1972.812522,75,223.52421
2041.235034,75,224.476835
2055.371314,75,225.436992
2031.256583,75,226.383903
2019.245572,75,227.336514
2034.707606,75,228.291776
1994.125497,75,229.239825
2027.750913,75,230.176083
2069.391865,75,231.1314
2047.425058,75,232.078085
2084.692586,75,233.025048
2051.299756,75,233.960751
2024.343655,75,234.918406
1940.324668,75,235.870838
1973.179864,75,236.810195
2000.628716,75,237.74807
2061.700114,75,238.697937
1986.713327,75,239.642221
2063.530648,75,240.596281
2094.437299,75,241.537308
2078.221832,75,242.48825
1993.068167,75,243.445422
2039.863684,75,244.39476
2047.956004,75,245.323777
2045.146824,75,246.253264
2042.976838,75,247.204877
2055.108571,75,248.151537
1981.268759,75,249.130165
2032.045259,75,250.099877
2012.055365,75,251.054597
2008.622903,75,252.004469
2062.876068,75,252.936748
2073.717945,75,253.891553
2056.142776,75,254.834687
2047.086329,75,255.793263
2053.608829,75,256.735504
2060.750723,75,270.501452
2114.200142,75,271.452677
2010.422758,75,272.408483
2034.189716,75,273.351773
1996.443875,75,274.305013
2006.815546,75,275.254106
2013.773376,75,276.202513
2106.356915,75,277.154391
2063.133587,75,278.098479
1980.326205,75,279.050916
2071.959856,75,279.996411
2029.135461,75,280.943378
2054.629139,75,281.898881
2099.201372,75,282.863959
2088.426887,75,283.814084
2050.212697,75,284.75252
2011.625132,75,285.711912
2018.529511,75,286.670045
1980.328504,75,287.616904
2017.786057,75,288.577616
1993.657474,75,289.553202
2040.069323,75,290.500073
2080.60077,75,291.451513
2074.469539,75,292.39704
1997.900907,75,293.375696
2018.965561,75,294.32503
2033.16333,75,295.286603
2020.880562,75,296.239074
2037.579263,75,297.184348
2041.438861,75,298.129762
2034.071713,75,299.059546
2038.277977,75,299.993363
2085.847925,75,300.947846
2084.75093,75,301.893457
2047.906688,75,302.841236
1984.121245,75,303.782302
2030.974278,75,304.737107
2015.321162,75,305.689985
2011.217217,75,306.64324
2037.717271,75,307.581092
2040.462986,75,308.532915
2093.821529,75,309.491136
2020.853835,75,310.446552
2007.647648,75,311.395783
2055.506455,75,312.352179
1976.036763,75,313.30459
2078.989945,75,314.248163
2086.520098,75,315.181221
2276.842564,75,316.401472
1916.009246,75,317.37865
2045.826715,75,318.316176
2039.495419,75,319.255914
2053.359859,75,320.193781
2009.596807,75,321.136207
2081.319279,75,322.086935
2034.309956,75,335.837174
2046.840196,75,336.794492
1987.369391,75,337.747435
2027.889663,75,338.70672
2070.556184,75,339.651258
2036.809231,75,340.606848
2051.554864,75,341.54741
2053.392015,75,342.505418
2067.211443,75,343.45722
2057.314289,75,344.406362
2053.585755,75,345.351125
2072.048041,75,346.300672
2063.071622,75,347.249015
1988.887298,75,348.192561
2010.684443,75,349.156663
2043.253605,75,350.102836
2072.753983,75,351.043757
2019.122438,75,351.988481
2070.517733,75,352.925614
2011.567405,75,353.875088
2090.215619,75,354.837365
2053.739175,75,355.780658
2064.636449,75,356.736678
2022.631231,75,357.676875
2055.712613,75,358.631331
2026.606458,75,359.584382
2102.906253,75,360.549613
2044.253083,75,361.558726
2108.731138,75,362.511768
2159.152213,75,363.464234
2090.178321,75,364.4169
1993.326363,75,365.362031
2038.667356,75,366.298274
2089.407892,75,367.241665
2062.531358,75,368.168293
2037.878149,75,369.108827
2045.535225,75,370.052001
2028.773349,75,370.997959
2030.601578,75,371.943371
2055.050116,75,372.88861
1998.364549,75,373.839862
2059.107725,75,374.790615
2015.582653,75,375.714429
