#{"t_start": 1756146899.6192744, "env_id": "myoHandWheelHoldFixed-v0"}
r,l,t
1991.578579,75,1.838994
1952.98018,75,2.581274
1966.809981,75,3.421376
2011.367405,75,4.208112
2028.81704,75,5.022531
1995.614063,75,5.832659
1942.212791,75,6.872164
1977.525981,75,7.893195
2019.851899,75,8.903517
1935.039702,75,9.919193
2024.598878,75,10.95805
1954.064706,75,11.979747
1992.710601,75,12.991331
1973.753004,75,14.017807
1955.408645,75,15.042453
1985.2978,75,16.066514
1976.191584,75,17.068098
1999.307749,75,18.069748
2010.971468,75,19.063109
2002.800565,75,20.124717
2033.762298,75,21.164159
2005.678786,75,22.166706
1918.309696,75,23.174497
1967.725327,75,24.180062
2008.790961,75,25.183555
1967.923992,75,26.186183
1984.380016,75,27.200923
1947.614767,75,28.22109
1917.801152,75,29.24884
2003.335228,75,30.278929
1971.981662,75,31.342267
2006.715898,75,32.393707
2008.430201,75,33.415115
1971.741957,75,34.436966
1986.707441,75,35.434793
1945.35424,75,36.496101
1953.608033,75,37.519173
1918.433885,75,38.517253
1989.278316,75,39.520727
1987.066388,75,40.514393
1988.970116,75,41.511152
1977.650187,75,42.521773
2037.313209,75,43.511777
1970.51092,75,44.520869
2003.668503,75,45.50797
2005.02006,75,46.494873
1978.511414,75,47.485926
1947.169972,75,48.48788
2014.807441,75,49.476739
1996.9789,75,50.4937
1978.647943,75,51.513526
2031.067505,75,52.525022
1984.494345,75,53.547879
1958.029955,75,54.568863
1993.403149,75,71.613376
1977.32299,75,72.626714
2040.606227,75,73.627586
1974.677352,75,74.6385
2031.841201,75,75.641295
2000.083871,75,76.647588
1980.280864,75,77.633358
2053.824341,75,78.628665
1907.150113,75,79.684461
1957.020958,75,80.734271
1961.879495,75,81.741278
2009.470725,75,82.771774
1989.342199,75,83.767797
2014.150572,75,84.769133
1973.876671,75,85.753989
1965.97692,75,86.750228
1960.593208,75,87.748319
2036.5597,75,88.770743
1971.586963,75,89.756602
2009.603379,75,90.773691
1940.699977,75,91.786327
2030.855076,75,92.827639
2017.56473,75,93.815897
1990.705521,75,94.80063
1964.029342,75,95.798371
1934.770729,75,96.812246
2079.445878,75,97.884413
1996.660289,75,98.87322
2006.849094,75,99.872769
1976.679625,75,100.92229
2031.435726,75,101.935293
2016.794208,75,102.933402
1964.256937,75,103.930126
2028.481895,75,104.938078
2015.605787,75,105.929701
2029.243816,75,106.931457
1970.78461,75,107.926462
1951.728697,75,108.935956
1977.624451,75,109.939465
1988.468126,75,110.953888
1987.423598,75,111.985436
2038.217914,75,113.032082
2033.251068,75,114.047689
1956.880985,75,115.074023
1994.009171,75,116.100085
2050.469518,75,117.119702
1993.880003,75,118.123128
1978.883826,75,119.141339
1922.765355,75,120.148877
2026.712947,75,121.181618
2024.476381,75,122.186807
1928.144462,75,123.22499
2005.550383,75,124.288842
1959.986747,75,125.30451
1984.524261,75,126.327586
