#{"t_start": 1755530694.574373, "env_id": "myoHandWheelHoldFixed-v0_left"}
r,l,t
-239.127783,75,3.526578
-238.652847,75,5.278288
-234.676684,75,7.344022
-237.747441,75,9.114745
-239.743785,75,10.946003
-234.182706,75,12.736435
-236.467897,75,14.657165
-237.182989,75,16.44871
-241.142119,75,18.303012
-238.454942,75,20.436368
-241.18212,75,22.518559
-236.940029,75,24.404386
-235.979392,75,26.314628
-233.790624,75,28.813738
-234.088726,75,31.233604
-234.706142,75,33.770397
-236.348991,75,36.230612
-231.686131,75,38.756661
-236.817491,75,40.901012
-240.587645,75,43.015269
-239.011739,75,44.958554
-240.471576,75,46.880594
-235.28596,75,49.06951
-234.324979,75,51.103313
-242.410636,75,53.332237
-231.819334,75,55.389411
-239.174217,75,57.264389
-238.817645,75,73.895576
-233.380324,75,76.132715
-234.445143,75,78.273981
-237.275106,75,80.445064
-238.288262,75,82.628177
-237.215908,75,85.105554
-230.776095,75,87.305712
-235.363241,75,89.629953
-241.063894,75,91.559607
-236.97443,75,93.554371
-233.609977,75,95.636306
-238.036704,75,97.67875
-235.636441,75,99.626756
-238.608599,75,101.755953
-242.533045,75,103.975506
-235.727905,75,107.152212
-236.05683,75,109.713976
-233.393094,75,112.177244
-238.459333,75,114.591471
-240.380591,75,116.872083
-242.796455,75,119.548094
-234.719314,75,121.736356
-232.962984,75,123.774274
-234.218497,75,126.700647
-244.646273,75,128.975158
-232.062807,75,131.749739
-237.302324,75,134.626781
-236.819527,75,151.090653
-230.520603,75,152.946673
-237.273736,75,154.871666
-237.187031,75,156.789044
-234.55698,75,158.665276
-235.855589,75,160.651226
-234.944024,75,162.76883
-235.126538,75,164.835237
-242.444205,75,167.265291
-236.570097,75,170.342839
-238.657047,75,172.578705
-240.175473,75,174.494407
-239.675632,75,176.441422
-231.013301,75,178.454515
-239.11723,75,180.576033
-236.189113,75,182.475612
-245.338566,75,184.304598
-229.751593,75,186.322511
-240.820423,75,189.359589
-236.072412,75,191.612876
-234.851406,75,193.692187
-229.088616,75,195.945916
-242.561656,75,197.756582
-237.313733,75,199.505592
-240.05733,75,201.310016
-238.573089,75,203.138089
-236.052642,75,204.860658
-237.38019,75,220.521713
-238.825041,75,222.109225
-240.446576,75,223.858615
-234.401789,75,225.636762
-230.718387,75,227.665711
-237.603216,75,229.554971
-236.508691,75,231.375089
-238.502535,75,233.112466
-245.780076,75,234.805307
-238.14645,75,236.493779
-227.284737,75,238.201342
-232.485857,75,239.854719
-230.122048,75,241.512981
-234.266352,75,243.215624
-237.685019,75,244.89033
-238.73539,75,246.650465
-236.576291,75,248.349238
-239.022475,75,250.022916
-233.680283,75,251.790988
-236.276582,75,253.509188
-237.688577,75,255.312123
-234.947973,75,256.991149
-242.222007,75,258.771194
-234.116346,75,260.740042
-236.247593,75,262.507387
-239.351408,75,264.288506
-241.927706,75,265.970192
-236.570171,75,267.693221
-239.312018,75,282.252925
-250.051481,75,284.311665
-240.164957,75,286.886702
-236.581892,75,288.669335
-241.620854,75,290.542485
-232.08544,75,292.241243
-233.71565,75,293.944611
-243.152546,75,295.753542
-236.544298,75,297.54007
-238.855617,75,299.250201
-240.415926,75,300.969148
-229.579089,75,302.747587
-236.579337,75,304.514814
-236.90268,75,306.266041
-237.919205,75,308.089142
-238.617783,75,310.199881
-237.316384,75,312.611451
-235.166555,75,314.685496
-242.737422,75,316.456386
-238.650423,75,318.164625
-241.864745,75,319.87406
-237.364763,75,321.650123
-232.254232,75,323.456365
-232.987806,75,325.362278
-198.849548,75,327.981962
-239.937542,75,330.020971
-237.919957,75,331.872891
-236.217833,75,333.71066
-238.879762,75,348.470762
-236.867317,75,350.251953
-235.947683,75,352.169207
-235.069699,75,354.088456
-237.875412,75,355.832306
-235.949568,75,357.494826
-236.863177,75,359.180269
-240.672477,75,360.873894
